,0,1,2,3,4,5,6,7,8
0,,Macronutrients,,ENERGY_KC,PROCNT,A_PROTEI,MFP_PROT,FAT,CHOCDF
1,,,,Kcal,g,g,9,g,g
2,974,"Banana porridge, plain",One recipe,105.3,0.6,0.0,0.0,3.2,21.3
3,975,Banana porridge with meat,One recipe,280.5,7.0,6.0,5.6,16.0,29.5
4,976,Banana porridge with fish,One recipe,118.7,2.5,1.1,1.1,5.9,15.8
5,977,Banana porridge with meat and spinach,One recipe,212.0,8.6,7.8,7.8,13.3,16.5
6,954,Banana with cashew nut,One recipe,108.0,2.0,0.0,0.0,2.8,22.2
7,955,Banana with coconut milk,Four recipes,191.2,1.5,0.0,0.0,10.7,26.1
8,968,Banana with kidney beans,One recipe,93.4,3.0,0.0,0.0,1.2,19.5
9,953,Banana with meat,One recipe,77.4,2.7,2.5,2.4,3.6,9.4
10,952,Banana with meat and coconut milk,One recipe,130.3,1.5,0.6,0.6,2.4,2.9
11,973,"Banana with meat, oil and vegetable",One recipe,121.8,4.0,3.3,3.3,8.0,9.8
12,951,Banana with oil (no meat ),One recipe,112.0,0.7,0.0,0.0,2.7,24.0
13,969,"Banana, boiled",Wfoods,110.0,0.7,0.0,0.0,0.2,29.6
14,964,"Banana, fried",One recipe,159.1,0.8,0.0,0.0,5.2,31.2
15,971,"Banana, roast",Wfoods,116.0,0.0,0.8,0.0,0.0,0.2
16,541,Cassava porridge with sugar,One recipe,85.8,0.4,0.0,0.0,0.1,21.5
17,526,Cassava stiff porridge,One recipe,140.0,2.7,0.0,0.0,1.2,30.7
18,956,Cassava with coconut milk,Two recipes,216.3,1.9,0.0,0.0,11.9,12.9
