,0,1,2
0,F1,Fruits and Fruit juice,Matunda na Juisi
1,129,"Apple,raw with skin",Apple
2,101,"Avocado,raw all common variety",Parachichi
3,102,"Banana, ripe",Ndizi mbivu
4,103,"Baobab,pulp",Ubuyu (bila mbegu)
5,131,Custard apple (bullock's heart) raw,Sitafeli
6,133,"Date,red, dried",Tende ulyokaushiwa
7,134,"Date, yellow",Tende mbichi
8,130,Durian,Duriani
9,135,Grapefruit,Dalansi
10,105,"Grapes,pale green","Zabibu, rangi kijani"
11,106,"Guavas, common, raw",Mapera
12,107,"Jackfruit, raw",Fenesi
13,109,"Lemon, raw, without peel",Limao
14,110,"Lime, raw",Ndimu
15,111,Mango juice,Juisi ya embe
16,112,"Mango, ripe-fresh EP",Embe mbivu (EP)
17,113,"Mango, unripe",Embe mbichi
18,108,"Orange juice, concentrated, unsweetened",Juisi ya machungwa
19,114,"Orange, raw - AP",Chungwa
20,115,"Papaya, ripe",Papai bivu
21,116,"Papaya, unripe",Papai bichi
22,117,"Passion, fruit",Tunda la Pasheni
23,127,Peach,Peach
24,118,Pear,Peasi
25,120,Pineapple juice,Juisi ya nananasi
26,119,"Pineapple, raw, all variety",Nanasi
27,121,"Plums, raw",Matunda damu
28,128,Raspberry,Rasiberi
29,132,"Soursop, raw",Staferi
30,122,Tamarind,Ukwaju
31,123,"Tamarind, fruit, fresh",Ukwaju mbichi
32,124,"Tangerine, raw",Machenza
33,125,"Watermelon, raw",Tikiti maji
34,F2,Fruits based-local dishes,Juisi zenye asii ya matunda
35,603,Apple juice,Juisi ya apple
36,604,Avocado juice, Juisi ya parachichi
37,601,Grape juice,Juisi ya zabibu
38,610,Mixed fruit jam,Jam ya matunda
39,602,Mixed fruit juice,Juisi ya matunda
