,0,1,2,3,4,5,6,7
0,,Macronutrients,ENERGY_KC,PROCNT,A_PROTEI,MFP_PROT,FAT,CHOCDF
1,,,Kcal,g,g,9,g,g
2,1,Biscuit,434.0,9.2,0.0,0.0,11.8,71.5
3,2,Bread roll,274.0,8.8,0.0,0.0,3.0,51.9
4,3,"Bread, white",274.0,8.8,0.0,0.0,3.0,51.9
5,6,Cake,320.0,4.7,2.2,0.0,12.3,48.6
6,7,Cookie,478.0,5.1,0.0,0.0,21.1,67.9
7,8,Donut,478.0,5.1,0.0,0.0,21.1,67.9
8,9,"Infant cereal, Cerelac",387.0,14.0,8.5,0.0,1.0,78.1
9,33,Macaroni or spaghetti,371.0,10.5,0.0,0.0,1.0,77.8
10,10,"Maize, cracked, cooked",119.0,2.7,0.0,0.0,1.2,25.4
11,11,"Maize, dried, raw",362.0,8.1,0.0,0.0,3.6,76.9
12,12,"Maize, flour, dry",362.0,8.1,0.0,0.0,3.6,76.9
13,13,"Maize, green, cooked",246.0,7.5,0.0,0.0,3.0,57.2
14,14,"Maize, on the cob, immature",59.0,1.8,0.0,0.0,0.7,13.8
15,15,"Maize, yellow, flour",362.0,8.1,0.0,0.0,3.6,76.9
16,16,"Millet, bulrush",361.0,11.6,0.0,0.0,5.0,68.7
17,17,"Millet, finger, grain or flour",328.0,6.6,0.0,0.0,1.3,76.2
18,34,Mixed porridge flour (maize and oil),414.4,16.9,0.0,0.0,15.6,56.1
