,0,1,2,3,4,5,6,7
0,,Macronutrients,ENERGY_KC,PROCNT,A_PROTEI,MFP_PROT,FAT,CHOCDF
1,,,Kcal,g,g,g,g,g
2,451,"Beer, commercial",41.0,0.3,0.0,0.0,0.0,3.7
3,452,"Beer, local, grain",41.0,0.3,0.0,0.0,0.0,3.7
4,453,"Beer, local, non-specific",41.0,0.3,0.0,0.0,0.0,3.7
5,454,"Blackcurrant, syrup, ribena",338.0,1.1,0.0,0.0,2.3,87.7
6,455,"Candy, choclate",479.0,4.2,0.0,0.0,30.0,63.1
7,458,"Carbonated, beverage, coca cola",37.0,0.1,0.0,0.0,0.0,9.6
8,471,"Chili powder, red",318.0,12.0,0.0,0.0,17.3,56.6
9,481,Chili sauce,169.9,0.5,0.1,0.0,0.1,38.3
10,160,"Coconut immature, meat and water",70.0,0.5,0.0,0.0,3.4,10.0
11,459,Cod liver oil,884.0,0.0,0.0,0.0,100.0,0.0
12,472,"Coffee, instant",200.0,10.0,0.0,0.0,0.0,40.0
13,460,Cricket,274.0,18.2,18.2,18.2,21.5,2.0
14,476,"Fruit flavored drink, concentrated",27.0,0.0,0.0,0.0,0.0,6.8
15,477,"Garlic, fresh-AP",149.0,6.4,0.0,0.0,0.5,33.1
16,490,Ginger,66.0,2.1,0.0,0.0,0.3,15.3
17,461,Honey,304.0,0.3,0.0,0.0,0.0,82.4
18,491,Ice sherbet,77.4,0.0,0.0,0.0,0.0,19.9
19,462,"Orange drink, concentrated",158.0,0.5,0.0,0.0,1.1,41.0
