,0,1,2,3,4,5,6,7
0,,Macronutrients,ENERGY_KC,PROCNT,A_PROTEI,MFP_PROT,FAT,CHOC
1,,,Kcal,g,g,g,g,g
2,129,"Apples, raw, with skin",52.0,0.2,0.0,0.0,0.2,13.8
3,101,"Avocado, raw, all common variety",160.0,2.0,0.0,0.0,14.7,8.5
4,102,"Banana, ripe",89.0,1.1,0.0,0.0,0.3,22.8
5,103,"Baobab, pulp",305.0,4.2,0.0,0.0,1.3,77.8
6,365,"Breadfruit, raw",103.0,1.1,0.0,0.0,0.2,27.1
7,131,"Custard-apple (bullock's heart), raw",101.0,1.7,0.0,0.0,0.6,25.2
8,133,"Date, red, dried",240.0,2.6,0.0,0.0,0.4,63.3
9,134,"Date, yellow",84.0,0.3,0.0,0.0,0.6,21.7
10,130,Durian,147.0,1.5,0.0,0.0,5.3,27.1
11,104,Grape,55.0,0.2,0.0,0.0,0.4,14.2
12,135,Grapefruit,33.0,0.7,0.0,0.0,0.1,8.4
13,105,"Grapes, pale green",59.0,0.2,0.0,0.0,0.4,15.3
14,106,"Guavas, common, raw",68.0,2.6,0.0,0.0,1.0,14.3
15,107,"Jackfruit, raw",94.0,1.5,0.0,0.0,0.3,24.0
16,109,"Lemon, raw, without peel",29.0,1.1,0.0,0.0,0.3,9.3
17,110,"Limes, raw",30.0,0.7,0.0,0.0,0.2,10.5
18,111,Mango juice,54.0,0.2,0.0,0.0,0.1,14.1
19,112,"Mango, ripe, fresh-EP",65.0,0.5,0.0,0.0,0.3,17.0
20,113,"Mango, unripe",65.0,0.5,0.0,0.0,0.3,17.0
