,0,1,2
0,160,"Coconut, immature meat and water",Maji na nyama ya dafu
1,459,Cod liver oil,Mafuta ya ini la samaki
2,472,"Coffee, instatnt",Kahawa laini uliosagwa
3,460,Cricket or locust,Senene or Nzige
4,476,"Fruit flavored drink, concentrated",Kinywaji cha ladha ya tunda lo lote
5,477,"Garlic, fresh-AP",Kitunguu saumu
6,490,Ginger,Tangawizi
7,461,Honey,Asali
8,491,Ice sherbet,Icekrimu barafu
9,462,"Orange drink, concentrated",Maji ya machungwa kwenye chupa
10,463,"Salt, iodized",Chumvi yenye madini ya iodine
11,464,"Salt, non-iodized",Chumvi bila madini ya iodine
12,474,Soy sauce,Sausi ya soya
13,475,"Soybean, milk, dried", Maziwa ya soya ya unga
14,465,Sugar,Sukari
15,466,Sugarcane,Miwa
16,467,Sugarcane juice, Juisi ya Miwa
17,468,Tea leaves,Majani ya chai
18,469,Termite,Kumbikumbi
19,489,Tomato juice, Juisi ya nyanya
20,470,Tomato ketchup,Sausi ya nyanya
21,478,Tomato paste,Paste ya nyanya
22,480,"Vinegar, wine",Siki
23,GM2,Miscellaneous-local dishes,Mengineyo
24,1006,"Coffee with milk, without sugar"," Kahawa yenye maziwa, bila sukari"
25,1004,"Coffee without milk, with sugar","Kahawa bila maziwa, yenye sukari"
26,1005,Coffee with sugar and milk, Kahawa yenye sukari na maziwa
27,1007,Halwa,Halua
28,1008,Groundnut cluster,Kashata
29,1003,Tea without sugar with milk,Chai yenye maziwa bila sukari
30,1002,Tea with sugar and milk,Chai yenye sukari na maziwa
31,1001,Tea with sugar without milk,Chai yenye sukari bila maziwa
32,H,Local Broths,Supu
33,853,Beef broth without oil,Supu ya nyama bila mafuta
34,854,Beef broth with oil, Suu ya nyama yenye mafuta
35,855,Cabbage broth without oil,Supu ya kabichi bila mafuta
36,856,Cabbage broth with oil,Supu ya kabichi yenye mafuta
37,859,Cassava leaf broth without oil,Supu ya kisamvu bila mafuta
38,858,Cassava leaf broth with coconut milk,Supu ya kisamvu yenye tui la nazi
39,860,Cassava leaf broth with oil,Kisamvu yenye mafuta
40,862,Chicken broth with oil,Supu ya kuku yenye mafuta
