,0,1,2,3,4,5
0,,,,Composi-,Fatty,Amino
1,No.,,Food Group,tion in,Acid,Acid
2,,,,Japanl,Section Section,Section Section
3,1,Grains,,138,117,43
4,2,Potatoes and Starches,Potatoes and Starches,40,12,4
5,3,Sugars and Sweeteners,Sugars and Sweeteners,23,0,0
6,4,Pulses,,73,72,21
7,5,Nuts and Seeds,Nuts and Seeds,37,35,12
8,6,Vegetables,,326,75,44
9,7,Fruit,,157,39,21
10,8,Mushrooms,Mushrooms,36,23,5
11,9,Algae,,47,13,5
12,10,Fish and Shellfish,Fish and Shellfish,388,387,87
13,11,Meat,,244,243,41
14,12 Eggs,12 Eggs,,20,20,4
15,,13 Dairy Products,13 Dairy Products,52,52,12
16,,14 Fats and Oils,14 Fats and Oils,22,25,0
17,,15 Confectioneries,15 Confectioneries,120,100,25
18,16 Beverages,16 Beverages,,55,17,1
19,,17 Seasonings and Spices,17 Seasonings and Spices,84,28,8
20,,18 Prepared and Processed Foods,18 Prepared and Processed Foods,16,4,4
