,0,1,2,3,4,5,6,7
0,,Macronutrients,ENERGY_KC,PROCNT,A_PROTEI,MFP_PROT,FAT,CHOCDF
1,,,Kcal,g,9,g,g,g
2,426,"Hare lettuce, (mchunga)",10.7,1.0,0.0,0.0,0.3,1.0
3,414,Lettuce,13.0,1.0,0.0,0.0,0.2,2.1
4,415,Mushroom,27.0,2.2,0.0,0.0,0.5,5.1
5,416,"Okra, raw",31.0,2.0,0.0,0.0,0.1,7.0
6,417,"Onion, raw",40.0,1.3,0.0,0.0,0.2,9.2
7,418,"Pea, green, fresh",84.0,5.4,0.0,0.0,0.2,15.6
8,433,"Pepper dried or fresh, hot",27.0,1.0,0.0,0.0,0.3,5.8
9,412,"Pumpkin leaf, raw",19.0,7.0,0.0,0.0,0.7,9.0
10,419,"Pumpkin, cooked",20.0,0.5,0.0,0.0,0.3,4.4
11,432,"Salad, green",36.0,3.5,0.0,0.0,0.9,7.1
12,420,"Spinach, cooked",23.0,3.0,0.0,0.0,0.3,3.8
13,428,Sweet potato leaf,35.0,4.8,0.0,0.0,0.3,6.4
14,434,"Swiss chard, raw",19.0,1.8,0.0,0.0,0.2,3.7
15,413,"Taro leaf, raw",42.0,5.0,0.0,0.0,0.7,6.7
16,421,"Tomato, bitter (African egg plant)",22.0,1.0,0.0,0.0,0.4,4.5
17,422,"Tomato, green",21.0,0.9,0.0,0.0,0.3,4.6
18,423,"Tomato, ripe",21.0,0.9,0.0,0.0,0.3,4.6
