,0,1,2,3,4,5,6,7,8,9,10,11
0,,Minerals,CA,P,MG,K,NA,FE,MFP_FE,ZN,CU,MN
1,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg
2,853,Beef broth without oil,2.0,32.0,5.0,74.0,9.0,0.3,0.3,0.6,0.0,0.0
3,854,Beef broth with oil,2.0,32.0,5.0,74.0,9.0,0.3,0.3,0.6,0.0,0.0
4,855,Cabbage broth without oil,5.0,5.0,2.0,36.0,2.0,0.1,0.0,0.0,0.0,0.0
5,856,Cabbage broth with oil,5.0,5.0,2.0,36.0,2.0,0.1,0.0,0.0,0.0,0.0
6,859,Cassava leaf broth without oil,22.0,11.0,8.0,81.0,2.0,0.4,0.0,0.1,0.0,0.0
7,858,Cassava leaf broth with coconut milk,20.0,13.0,7.0,71.0,2.0,0.4,0.0,0.1,0.0,0.1
8,860,Cassava leaf broth with oil,21.0,9.0,7.0,71.0,2.0,0.4,0.0,0.1,0.0,0.0
9,862,Chicken broth without oil,3.0,30.0,4.0,50.0,12.0,0.3,0.2,0.3,0.0,0.0
10,861,Chicken broth with oil,3.0,30.0,4.0,50.0,12.0,0.3,0.2,0.3,0.0,0.0
11,865,Cow pea broth without oil,12.0,41.0,13.0,147.0,2.0,0.7,0.0,0.3,0.1,0.2
12,863,Cow pea broth with coconut milk,10.0,56.0,17.0,183.0,5.0,1.1,0.0,0.5,0.2,0.4
13,864,Cow pea broth with oil,8.0,34.0,11.0,113.0,1.0,0.7,0.0,0.2,0.1,0.1
14,881,Cow pea leaf broth without oil,22.0,11.0,8.0,81.0,2.0,0.4,0.0,0.1,0.0,0.0
15,866,Cow pea leaf broth with coconut milk,36.0,16.0,8.0,93.0,3.0,0.4,0.0,0.1,0.0,0.1
16,867,Cow pea leaf broth with oil,19.0,10.0,7.0,70.0,2.0,0.3,0.0,0.1,0.0,0.0
17,869,Fish broth without oil,2.0,28.0,4.0,60.0,5.0,0.1,0.0,0.1,0.0,0.0
