,0,1,2,3,4,5,6,7,8,9,10,11
0,,Minerals,CA,P,MG,K,NA,FE,MFP_FE,ZN,CU,MN
1,,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg
2,19,Mixed porridge flour (no maize),55.0,235.3,60.5,263.5,8.2,3.3,0.0,1.4,0.4,1.6
3,18,Mixed porridge flour (with maize,11.9,306.8,103.2,513.1,15.0,4.6,0.0,2.0,0.6,2.3
4,20,"Porridge, fermented",1.0,29.0,15.0,34.0,4.0,0.4,0.0,0.2,0.0,0.1
5,22,"Rice, flour, local",8.0,104.0,36.0,81.0,0.0,0.6,0.0,1.1,0.1,1.1
6,21,"Rice, fried and boiled",7.0,50.0,20.0,242.0,9.0,0.6,0.0,0.4,0.1,0.4
7,23,"Rice, white, grain, raw",8.0,103.0,36.0,81.0,0.0,0.6,0.0,1.1,0.1,1.1
8,35,Semolina,15.0,108.0,22.0,107.0,2.0,1.2,0.0,0.7,0.1,0.7
9,24,Sorghum,15.0,222.0,34.0,131.0,7.0,4.1,0.0,0.8,0.3,0.9
10,26,"Sorghum, flour",25.0,222.0,171.0,131.0,7.0,4.1,0.0,1.6,0.5,0.8
11,27,"Vermicelli, uncooked",20.0,151.0,50.0,87.0,3.0,1.4,0.0,1.4,0.3,0.8
12,29,"Wheat, flour, whole grain",15.0,108.0,22.0,107.0,2.0,1.2,0.0,0.7,0.1,0.7
13,28,"Wheat,dough, deep fried",11.0,76.0,15.0,75.0,1.0,0.8,0.0,0.5,0.1,0.5
14,30,"Wheat, flour, 72% extract",15.0,108.0,22.0,107.0,2.0,1.2,0.0,0.7,0.1,0.7
15,31,"Wheat, flour, maida",26.0,251.0,92.0,286.0,4.0,2.8,0.0,2.0,0.3,2.6
