,0,1,2,3,4,5,6,7,8
0,,Macronutrients,FASAT,FAMS,FAPU,CHOLE,FIB,SUCS,PHYTAC
1,,,g,g,g,mg,g,g,mg
2,9,Mixed porridge flour (no maize),1.0,3.1,2.4,0.0,9.0,0.8,694.0
3,8,Mixed porridge flour (with maize),1.5,4.1,4.0,0.0,8.6,1.3,699.0
4,,Porridge fermented,0.1,0.1,0.2,0.0,0.9,0.0,96.0
5,2,"Rice, flour, local",0.4,0.4,0.4,0.0,2.4,0.1,353.0
6,,"Rice,fried and boiled",1.1,1.8,4.3,0.0,1.3,0.1,94.0
7,3,"Rice, white, grain, raw",0.1,0.2,0.1,0.0,0.8,0.3,352.0
8,5,Semolina,0.2,0.1,0.4,0.0,2.7,0.4,282.0
9,4,Sorghum,0.5,1.0,1.4,0.0,9.0,0.7,439.0
10,,"Sorghum, flour",0.5,1.0,1.4,0.0,12.7,0.7,618.0
11,7,"Vermicelli, uncooked",0.3,0.3,0.8,0.0,4.8,0.8,227.0
12,,"Wheat, flour, whole grain",0.3,0.2,0.8,0.0,12.2,0.4,282.0
13,8,"Wheat,dough, deep fried",1.1,1.7,4.4,0.0,1.9,0.3,197.0
14,0,"Wheat,flour,72% extract",0.2,0.1,0.4,0.0,2.7,0.4,282.0
15,,"Wheat, flour, maida",0.3,0.1,0.7,0.0,8.4,0.4,620.0
