,0,1,2,3,4,5,6,7
0,,Macronutrients,ENERGY_KC,PROCNT,A_PROTEI,MFP_PROT,FAT,CHOCDF
1,,,Kcal,g,g,g,g,
2,352,"Banana, cooked",116.0,0.8,0.0,0.0,0.2,31.2
3,365,"Breadfruit, raw",103.0,1.1,0.0,0.0,0.2,27.1
4,362,"Cassava, dried",314.0,2.6,0.0,0.0,0.7,76.6
5,359,"Cassava, dried, flour",314.0,2.6,0.0,0.0,0.7,76.6
6,358,"Cassava, raw",160.0,1.4,0.0,0.0,0.3,38.1
7,364,"Cassava, spicy crisps or chips",288.0,2.4,0.0,0.0,0.7,70.2
8,367,"Edible starch, tapioca or corn",381.0,0.3,0.0,0.0,0.1,91.3
9,354,"Potato, crisps, plain, salted",547.0,6.6,0.0,0.0,37.5,49.7
10,353,"Potato, English, cooked",93.0,2.0,0.0,0.0,0.1,21.6
11,355,"Potato, raw, with skin",58.0,2.6,0.0,0.0,0.1,12.4
12,357,"Squash, fresh-AP",16.0,0.7,0.0,0.0,0.2,3.4
13,366,"Squash, fresh-EP",20.0,0.9,0.0,0.0,0.3,4.3
14,360,"Sweet potato, fresh-AP",74.0,1.2,0.0,0.0,0.1,17.5
15,361,"Sweet potato, fresh-EP",103.0,1.7,0.0,0.0,0.1,24.3
16,369,"Sweet potato, orange",103.0,1.7,0.0,0.0,0.1,24.3
17,356,"Taro, raw",112.0,1.5,0.0,0.0,0.2,26.5
18,368,"Yam, raw",97.0,2.1,0.0,0.0,0.1,22.9
