file,col,Uri
table,0,0,0,https://orkg.org/paper/R601480/R601481
table,1,0,0,https://orkg.org/paper/R601483/R601484
table,2,0,0,https://orkg.org/paper/R601486/R601487
table,3,0,0,https://orkg.org/paper/R601489/R601490
table,4,0,0,https://orkg.org/paper/R601492/R601493
table,5,0,0,https://orkg.org/paper/R601495/R601496
table,6,0,0,https://orkg.org/paper/R601498/R601499
table,7,0,0,https://orkg.org/paper/R601501/R601502
table,8,0,0,https://orkg.org/paper/R601504/R601505
table,9,0,0,https://orkg.org/paper/R601507/R601508
table,10,0,0,https://orkg.org/paper/R601510/R601511
table,11,0,0,https://orkg.org/paper/R601513/R601514
table,12,0,0,https://orkg.org/paper/R601516/R601517
table,13,0,0,https://orkg.org/paper/R601519/R601520
table,14,0,0,https://orkg.org/paper/R601522/R601523
table,15,0,0,https://orkg.org/paper/R601525/R601526
table,16,0,0,https://orkg.org/paper/R601528/R601529
table,17,0,0,https://orkg.org/paper/R601531/R601532
table,18,0,0,https://orkg.org/paper/R601534/R601535
table,19,0,0,https://orkg.org/paper/R601537/R601538
table,20,0,0,https://orkg.org/paper/R601540/R601541
table,21,0,0,https://orkg.org/paper/R601543/R601544
table,22,0,0,https://orkg.org/paper/R601546/R601547
table,23,0,0,https://orkg.org/paper/R601549/R601550
table,24,0,0,https://orkg.org/paper/R601552/R601553
table,25,0,0,https://orkg.org/paper/R601555/R601556
table,26,0,0,https://orkg.org/paper/R601558/R601559
table,27,0,0,https://orkg.org/paper/R601561/R601562
table,28,0,0,https://orkg.org/paper/R601564/R601565
table,29,0,0,https://orkg.org/paper/R601567/R601568
table,30,0,0,https://orkg.org/paper/R601570/R601571
table,31,0,0,https://orkg.org/paper/R601573/R601574
table,32,0,0,https://orkg.org/paper/R601576/R601577
table,33,0,0,https://orkg.org/paper/R601579/R601580
table,34,0,0,https://orkg.org/paper/R601582/R601583
table,35,0,0,https://orkg.org/paper/R601585/R601586
table,36,0,0,https://orkg.org/paper/R601588/R601589
table,37,0,0,https://orkg.org/paper/R601591/R601592
table,38,0,0,https://orkg.org/paper/R601594/R601595
table,39,0,0,https://orkg.org/paper/R601597/R601598
table,40,0,0,https://orkg.org/paper/R601600/R601601
table,41,0,0,https://orkg.org/paper/R601603/R601604
table,42,0,0,https://orkg.org/paper/R601606/R601607
table,43,0,0,https://orkg.org/paper/R601609/R601610
table,44,0,0,https://orkg.org/paper/R601612/R601613
table,45,0,0,https://orkg.org/paper/R601615/R601616
table,46,0,0,https://orkg.org/paper/R601618/R601619
table,47,0,0,https://orkg.org/paper/R601621/R601622
table,48,0,0,https://orkg.org/paper/R601624/R601625
table,49,0,0,https://orkg.org/paper/R601627/R601628
table,50,0,0,https://orkg.org/paper/R601630/R601631
table,51,0,0,https://orkg.org/paper/R601633/R601634
table,52,0,0,https://orkg.org/paper/R601636/R601637
table,53,0,0,https://orkg.org/paper/R601639/R601640
table,54,0,0,https://orkg.org/paper/R601642/R601643
table,55,0,0,https://orkg.org/paper/R601645/R601646
table,56,0,0,https://orkg.org/paper/R601648/R601649
table,57,0,0,https://orkg.org/paper/R601651/R601652
table,58,0,0,https://orkg.org/paper/R601654/R601655
table,59,0,0,https://orkg.org/paper/R601657/R601658
table,60,0,0,https://orkg.org/paper/R601660/R601661
table,61,0,0,https://orkg.org/paper/R601663/R601664
