,0,1,2,3
0,Ingredient,,Proportion,
1,Code,,,
2,806109,"*BEANS,CRANBERRY(KANYEBWA),DRIED,RAW*BOILED*",0.065,
3,806010,"*BEANS,PINTO(K20/NAMBALE),DRIED,BOILED*BOILED*",0.060,
4,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*",0.028,
5,725004,"*VEGETABLE OIL,MUKWANO,FORTIFIED,RAW*COOKED*",0.020,
6,729052,"*ONION,LARGE BULB,FRESH,RAW*FRIED*",0.013,
7,97402,"KATOGO,MATOOKE,G.NUT,PASTE/POWDER,W/WO TOMATOES AND/OR",,Standard
8,,ONIONS,,
9,805001,"*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*",0.651,
10,808007,"*GROUNDNUTS,POWDER,RAW*BOILED*",0.083,
11,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*",0.050,
12,729052,"*ONION,LARGE BULB,FRESH,RAW*FRIED*",0.010,
13,97403,,,Standard
14,,"ONIONS,VEGETABLE OIL",,
15,805001,"*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*",0.651,
16,808007,"*GROUNDNUTS,POWDER,RAW*BOILED*",0.083,
17,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*",0.050,
18,729052,"*ONION,LARGE BULB,FRESH,RAW*FRIED*",0.010,
19,97450,"KATOGO,YAM,BEANS,DRIED,W/WO TOMATOES AND/OR ONIONS",,Standard
20,802241,"*YAM,(NDAGGU,BALUGGU,OTHERS),FRESH,RAW*BOILED*",0.473,
21,806009,"*BEANS,PINTO(K20/NAMBALE),DRIED,RAW*BOILED*",0.120,
22,806109,"*BEANS,CRANBERRY(KANYEBWA),DRIED,RAW*BOILED*",0.070,
23,806010,"*BEANS,PINTO(K20/NAMBALE),DRIED,BOILED*BOILED*",0.060,
24,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*",0.030,
25,729052,"*ONION,LARGE BULB,FRESH,RAW*FRIED*",0.010,
26,97451,"KATOGO,YAM,BEANS,DRIED,W/WO TOMATOES AND/OR ONIONS",,Standard
27,,VEGETABLE OIL,,
28,802241,"*YAM,(NDAGGU,BALUGGU,OTHERS),FRESH,RAW*BOILED*",0.464,
29,806009,"*BEANS,PINTO(K20/NAMBALE),DRIED,RAW*BOILED*",0.121,
30,806109,"*BEANS,CRANBERRY(KANYEBWA),DRIED,RAW*BOILED*",0.065,
31,806010,"*BEANS,PINTO(K20/NAMBALE),DRIED,BOILED*BOILED*",0.060,
32,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*",0.028,
33,725004,"*VEGETABLE OIL,MUKWANO,FORTIFIED,RAW*COOKED*",0.020,
34,729052,"*ONION,LARGE BULB,FRESH,RAW*FRIED*",0.013,
35,97498,"KATOGO,CASSAVA,W/WO TOMATOES AND/OR ONIONS",,Standard Modified
36,802001,"*CASSAVA,FRESH,RAW*BOILED*",0.295,
37,802002,"*CASSAVA,FRESH,BOILED*BOILED*",0.209,
38,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*",0.088,
39,829051,"*ONION,SMALLBULB,FRESH,RAW*BOILED*",0.007,
40,97500,"KATOGO,CASSAVA,BEANS,DRIED,W/WO TOMATOES AND/OR ONIONS",,Standard
