,0,1,2,3
0,English,Mandinka,Wolof,Section
1,Kola nut,Kuruo,Guru,
2,Ladyfish,Feta,Tonon,see p3
3,Leaf or leaf sauce,Jambo,Hob,9.3
4,Locust bean fruit (pod),"Neto, Netto",Netteh,9.5.1
5,Locust bean pod powder,Nete munko,,
6,Locust bean pod powder gruel,"Nete jio, nete bero, nete mono",Ruiyi netteh,9.5.1
7,"Locust bean seed, fermented",Tulingo,Netetu,9.5.1
8,Maize,"Tubanyo, manyo",Mboha,5
9,Mango,Tubab duto,Mango,10.1
10,Milk,Kekewe,Mew,13
11,"Millets, various types","Sanyo, suno","Sanyo, duguub",2
12,"Mullet, red",Tambajango,Tambajang,see p3
13,Oil stew,Suss tulo,Chewi dewlin,9.6
14,Okra,Kanjo,Kanja,9.5
15,Onion,Jabo,Linyong,9.5
16,Palm oil,Teng tulo,Dewtirr,14
17,Peanut,Tio,Guerteh,8
18,"Pepper, chilli","Karno, kano",Kani,9.5
19,"Porridge, thick",Churo,Chura,
20,"Porridge, thin",Mono,Rui,
21,"Potato, sweet","Patato, batato",Patat,9.5
22,Pumpkin,Njengo,Banga,9.5
23,Rice,Mano,Malo,1
24,"Rice, boiled",Mani fajiringo,Malo bunj bahal,1
25,"Rice, thick porridge with groundnuts",Tiakere churo,Churrah gerteh,1.8
26,"Rice, flour",Mani munko,,
27,"Rice, gruel",Mani mono,Ruiyi malo,1.8
28,"Rice, steamed with groundnuts",Nyankantango,Nyangkatang,1.7
29,"Rice, thick porridge",Mani churo,Chura malo,1.8
30,Salt,Ko,Horom,16
