,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food,Code,Letter,Name,Calcium,Phos- Magnes.,Phos- Magnes.,Potass-,Iron,Zinc,Carot-,Vitamin,Source of
1,group,Code,code,Name,Calcium,phorus,ium,ium,Iron,Zinc,ene,c,data
2,,,,,mg,mg,mg,mg,mg,mg,ug,mg,
3,4. - Sorghum (Kinto),4. - Sorghum (Kinto),4. - Sorghum (Kinto),,,,,,,,,,
4,183,4267,KG,Kinti nyelengo and naa,25,84,33,243,1.4,0.2,60,0,A
5,175,4274,KN,Kinti futo and naa,56,219,64,483,4.1,1.1,120,0,A
6,4.1 - Kinti Nyelengo and Sauces,4.1 - Kinti Nyelengo and Sauces,4.1 - Kinti Nyelengo and Sauces,4.1 - Kinti Nyelengo and Sauces,,,,,,,,,
7,184,4264,KD,"Kinti nyelengo, naa and tia durango",24,80,50,282,1.2,0.3,60,1,A
8,185,4307,LU,"Kinti nyelengo, naa, tia durango and dried fish",35,92,49,282,1.7,0.4,60,1,R
9,185,4256,JV,"Kinti nyelengo, naa, tia durango, dried challo and oil",36,93,48,284,1.6,0.4,60,1,R
10,187,4268,KH,"Kinti nyelengo, naa, meat and durango",23,87,44,274,1.9,0.8,60,1,c
11,189,4255,JU,"Kinti nyelengo, naa, kucha and dried fish (unspecified)",41,84,37,238,2.7,0.3,150,1,R
12,190,4250,JP,"Kinti nyelengo, naa and jambo",61,86,47,289,2.3,0.3,890,6,R
13,188,4780,KUL,"Kinti nyelengo,naa, bukolo and dried fish (unspecified)",30,84,32,232,1.7,0.3,80,2,R
14,4.2 - Kinti Futo and Sauces,4.2 - Kinti Futo and Sauces,4.2 - Kinti Futo and Sauces,4.2 - Kinti Futo and Sauces,,,,,,,,,
15,176,4269,KI,"Kinti futo, naa and water",35,127,38,280,1.4,0.7,70,0,c
16,176,4279,KS,"Kinti futo, naa and fish dajiwo",40,156,45,290,1.4,0.7,70,0,A
17,177,4177,GU,"Kinti futo, naa, tia dajiwo and chilli pepper",31,142,47,300,2.3,0.7,270,11,R
18,4.3 - Kinti Mono,4.3 - Kinti Mono,,,,,,,,,,,
19,194,4261,KA,Kinti mono,3,29,13,99,0.4,0.2,0,0,A
20,195,4266,KF,Kinti mono and sugar,3,29,13,98,0.4,0.2,0,0,A
21,196,4265,KE,Kinti mono and sour milk,30,49,13,117,0.3,0.3,60,0,A
22,194,4294,LH,Kinti mono and baobab juice,7,29,18,116,0.4,0.2,0,6,c
23,197,4283,KW,"Kinti mono, sour milk and sugar",30,49,13,115,0.3,0.3,60,0,c
24,196,4286,KZ,"Kinti mono, sour milk and baobab juice",34,49,16,129,0.3,0.3,60,3,c
25,5. - Maize (Tubanyo),5. - Maize (Tubanyo),5. - Maize (Tubanyo),,,,,,,,,,
26,202,4657,ZG,"Tubanyo, on the cob, roast",26,447,56,215,1.4,1.8,270,0,L
27,209,4664,ZN,Tubanyo nyelengo and naa,30,88,35,147,1.4,0.8,70,0,c
28,201,4651,ZA,Tubanyo futo and naa,56,128,50,205,2.5,1.0,70,0,A
29,5.1 - Tubanyo Nyelengo and Tia Durango,5.1 - Tubanyo Nyelengo and Tia Durango,,5.1 - Tubanyo Nyelengo and Tia Durango,,,,,,,,,
30,210,4671,ZU,"Tubanyo nyelengo, naa and tia durango",27,82,43,187,1.5,0.7,70,1,R
31,210,4821,ZBE,"Tubanyo nyelengo, naa, tia durango, okra and chilli pepper",28,80,42,184,1.4,0.7,150,2,R
32,210,4822,ZQA,"Tubanyo nyelengo, naa, tia durango and pumpkin",27,74,35,177,1.3,0.6,140,1,R
33,210,4823,ZPQ,"Tubanyo nyelengo, naa, tia durango and bitter tomato",26,77,40,173,1.2,0.7,60,1,R
34,211,4810,ZHK,"Tubanyo nyelengo, naa, tia durango and dried challo",45,100,43,193,1.5,0.8,70,0,R
