,0,1,2
0,ood name and description,Density in,Source
1,,g/ml,
2,roccoli casserole,0.95,s&W
3,reen bean casserole,0.95,S&W
4,"esty Italian ""hamburger helper""",1.038,S&W
5,eef and noodles in gravy (mixture),1.038,s&W
6,hicken and dumplings (mixture),1.038,S&W
7,"lexican casserole w/beef,beans, cheese, chips",0.6,S&W
8,ggplant parmesan,0.825,S&W
9,loussaka,0.846,S&W
10,Vieners and sauerkraut (mixture),0.612,s&W
11,eef and noodles(no sauce),0.65,S&W
12,"eef,noodles and vegetables(no sauce",0.675,S&W
13,"lini ravioli, canned",1.046,s&W
14,"paghetti and meat balls,canned",1.038,S&W
15,"eef stew,canned",1.05,S&W
16,"lacaroni and cheese,canned",0.996,S&W
17,heese tortellini,1.029,S&W
18,asagna,1.042,S&W
19,liscellaneous,,
20,alt(sodium chloride,2.165,TB
21,"alt, table",1.217,S&W
22,alad dressing,1.1,FNDDS 4.1
23,onosodium glutamate,1.62,TB
24,odium bicarbonate,2.2,TB
25,"auce,soy",1.12,FNDDS 4.1
