,0,1,2
0,414,Lettuce,la laitue
1,415,Mushroom,le champignon
2,416,"Okra, raw",le gombo
3,417,"Onion, raw",l'oignon
4,418,"Pea, green, fresh","les petits-pois vert, frais"
5,433,"Pepper dried or fresh, hot",le poivre sec ou frais epice
6,412,Pumpkin leaf,les feuilles de citrouille
7,419,"Ppumpkin, cooked",la citrouille cuite
8,432,Salad green,la salade
9,420,"Spinach, cooked",les epinards cuits
10,428,Sweet potato leaf,les feuilles de patate douce
11,413,Taro leaf,les feuilles de taro
12,422,"Tomato, green",la tomate verte
13,423,"Tomato, ripe",la tomate mure
14,F4,Vegetable-based local dishes,les plats vegetals
15,755,Cabbage relish with oil,la sauce au chou avec de l'huile
16,754,Cabbage and onion salad,la salade d'oignon et du chou
17,757,Cassava leaf relish with coconut milk,la sauce aux feuilles de manioc avec la noix de coco
18,759,Cow pea leaf relish with coconut milk,la sauce aux feuilles de dolic avec la noix de coco
19,779,Cow pea leaf relish with groundnuts,la sauce aux feuilles de dolic avec del'arachide
20,784,Egg plant relish,la sauce d'aubergene
21,763,"Green leaf, medium, relish with coconut milk",le codiment des feuilles vertes avec de la noix de coco
22,762,Green leaf.medium.relish with aroundnuts,la sauce des feuilles moyennes avec des arachides
23,761,"Grenn leaf,medium,relish without oil",la sauce des fauilles movenne sans huile
24,760,"Green leaf,medium,relish with oil",la sauce des feuilles moyennes avec de l'huile
25,766,Green Pea Relish without Oil,la sauce de petit- pois sans huile
26,767,Green Pea Relish with Oil,la sauce de petit- pois avec de l'huile
27,782,Green pea with oil,les petits-pois avec de la noix de coco
28,778,Green pea relish with ccoconut milk,la sauce de petit-pois avec de l'huile et la noix de coco
29,786,Hare lettuce with oil,Launea cornuta-- avec de I'huile
30,783,Okra relish without oil,a sauce de gombo sans huile
31,775,Okra relish with oil,la sauce de gombo avec de l'huile
32,765,Okra relish with coconut milk,la sauce de gombo avec la noix de coco
33,781,"Okra, fried",le gombo frite
34,780,Potato leaf relish with coconut milk,la sauce des feuilles de patate avec la noix de coco
35,777,Potato leaf relish with milk,Is sauce des feuilles de patate avec du lait
36,764,Potato leaf relish with oil,la sauce des feuilles de patate avec de l'huile
37,772,Potato samosa,le samosa de pomme de terre
38,769,Pumpkin leaf relish without oil,la sauce aux feuilles de citrouille sans huile
