,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,,,,,,,,,thughuu-,thun.,,,
1,,Uuunwuphpph hujtptu,Se,I,(uq),Ahu.A,Ttuhunt,hufupdtp,Thun.,thu.,ohu-,thu,jhu,thun.,,thu.,Thu.
2,buntpu,Uuunwuphpph hujtptu,(ulg),(uyq),(uq),(uyq),(dyq),(uyg),D,E,thu,(uq),huuupdup,B6,(uyq),B12,c
3,,,,,,(uyq),,(uyg),(ulg),uq),(uq),(uq),(uq),(uq),(uyq),(uyq),(uq)
4,0102@juqu&putp l unnppup -Biscuits and cakes,0102@juqu&putp l unnppup -Biscuits and cakes,,,,,,,,,,,,,,,
5,0102001,,2.8,1.5,0.33,305,291,179,2.5,3.18,0.07,0.06,1.8,0.06,10,0.2,0.0
6,0102002,junphqnuqupu,2.2,9.6,0.35,154,147,107,0.2,0.82,0.08,0.11,1.9,0.09,30,0.3,0.6
7,0102003,"Lnlnqunh phuluhp,uphuny,",,110.0,0.40,Tr,Tr,Tr,Tr,1.16,0.28,0.24,2.4,0.04,10,0.0,0.0
8,0102004,,2.1,1.0,0.41,139,134,81,0.2,0.80,0.07,0.07,1.4,0.09,11,0.1,0.1
9,0102005,@huyudpupihp,,,,0,0,0,0.0,3.60,0.16,0.04,2.2,0.05,13,0.0,0.0
10,0102006,"ignuud,",,,0.40,Tr,Tr,Tr,0.0,1.03,0.07,0.26,2.5,0.05,15,0.0,0.0
11,0103 Thguukp l wjunpduphp uuJununkuunukp - Pizzas and savory snacks,0103 Thguukp l wjunpduphp uuJununkuunukp - Pizzas and savory snacks,37.5,,0.56,,,,,(1.01,,,,0.07,,,
12,0103001,Unh&nnhquup,37.5,,0.56,0,0,0,0.0,(1.01,0.59,0.55,7.6,0.07,162,0.0,0.0
13,0103002,"Jounp uhgujh huuup,yhthqwd",,,0.50,,,,,,0.41,0.03,1.7,0.03,,0.0,0.0
14,0103003,"Thgu,uuupny u qnihlny,",7.0,35.0,0.30,67,60,84,0.3,1.68,0.19,0.11,3.4,0.04,7,0.7,1.0
15,0200001,"Yupnnhyunp,ythud",1.0,3,0.10,Tr,0,Tr,0.0,(0.06),0.15,0.02,0.6,0.44,25,0.0,19.0
16,0200002,Yupinhunptihud,1.0,2.9,0.10,Tr,0,Tr,0.0,(0.06),0.10,0.02,0.4,0.26,15,0.0,10.2
17,0200003,"Yupinnhyhhu,ihud",1.0,3.0,0.10,Tr,0,,0.0,0.06,0.21,0.02,0.7,0.44, 35,0.0,13.0
18,0200004,"Yupunn$hy,hhu,thud",1.0,2.9,0.10,Tr,0,Tr,0.0,0.06,0.13,0.02,0.5,0.26,21,0.0,7.0
19,0200005,"Yhpnn$h, hhu, nuuulud",2.0,5,0.20,Tr,Tr,Tr,0.0,0.39,0.08,0.01,0.9,0.32,36,0.0,9.0
20,0200006,upnpud,1.0,5.0,0.10,41,39,21,Tr,0.15,0.16,0.02,0.9,0.30,24,Tr,5.0
21,,03 Puuquphntu l npuughg uuunpuuunqw& niunkuunulp - Vegetables and their products,,,,,,,,,,,,,,,
22,0300001,"Yunup,pupt",0.7,1.1,0.20,3,0,38,0.0,0.11,0.08,0.03,0.5,0.15,51,0.0,39.2
23,0300002,"4uqup, pupt",0.7,1.1,0.20,882,0,39,0.0,0.11,0.05,0.02,0.3,0.09,31,0.0,22.0
24,0300003,"4uqup, pupt",0.5,0.8,0.25,882,0,10583,0.0,0.55,0.06,0.03,0.9,0.12,37,0.0,5.8
25,0300004,"4wqup,hihud",0.6,0.8,0.27,938,0,11259,0.0,0.59,0.04,0.03,0.8,0.08,24,0.0,3.4
26,0300005,,1.0,2.0,0.10,651,0,7807,0.0,(0.56),0.04,0.02,0.6,0.07,28,0.0,4.0
27,0300006,,0.2,1.6,0.09,4,0,52,0.0,0.11,0.02,0.02,0.3,0.04,14,0.0,6.2
28,0300007,Uupnlpp,0.3,0.1,0.20,2,0,29,0.0,0.03,0.04,0.03,0.7,0.08,22,0.0,2.7
29,0300008,"Uupnil,tqhud",0.3,0.2,0.25,3,0,36,0.0,0.15,0.03,0.03,0.6,0.06,17,0.0,18.8
30,0300009,"Uunnp, pupu",8.1,2.3,1.09,0,0,Tr,0.0,0.01,0.18,0.08,1.6,0.95,37,0.0,18.8
31,0300010,"Ivunnnh nlipl,uquhudnjuguud",0.9,,0.29,263,0,3153,0.0,,0.06,0.36,(4.5),0.14,78,0.0,11.3
32,0300011,"Jounnnh ntpl, pupu",0.9,,2.86,1376,0,16509,0.0,(2.00),0.04,0.35,(2.4),0.40,83,0.0,11.1
33,0300012,Zhqunuplnphypupt,1.0,2,0.30,85,0,1023,0.0,0.57,0.12,0.02,0.5,0.04,55,0.0,5.0
