,0,1,2
0,778,Green pea relish with coconut milk and oil,Green pea relish with coconut milk and oil
1,,1.25 kg green peas,440 g tomato
2,,400 g coconut milk,45 gvegetable oil
3,,100 g onion,500 mg salt
4,,Total = 2.4 kg,
5,779,Cowpea leaf relish with groundnut,
6,,60 g cowpea leaves,30 g tomato
7,,Total = 200 g,10 g groundnut
8,782,Green pea relish with coconut milk,
9,,1.25 kggreen peas,onion
10,,400 g coconut milk,tomato
11,,5 g salt,
12,,Total = 2.5 kg,
13,783,"Okra relish, plain",
14,,100 g okra,500 mg salt
15,,100 g pumpkin leaves,
16,,Total = 300 g,
17,951,"Banana with oil, tomato and onion",
18,,1.5 kg banana,50 g onion
19,,200 g tomato,50 g vegetable oil
20,,1 g salt,
21,,Total = 2 kg,
22,952,Banana with meat and coconut milk,
23,,2.5 kg banana,100 g tomato
24,,125 g coconut milk,50 g onion
25,,100 g boneless beef,1 g salt
26,,Total = 2.8 kg,
27,954,Banana with cashew nuts,
28,,350 g banana,25 g cashew nuts
29,,10 g tomato,500 mg salt
30,,10 g onion,
31,,Total = 500 g,
32,955,Banana with coconut milk,
33,,245 g banana,200 mg salt
34,,230 g coconut milk,
35,,Total =535 g,
