,0,1,2,3,4
0,Uuunuuphpph hutptu,Uuunuuphpphwuqiiptu,qhnuluu,huiupp,
1,huu2ud,,,,
2,,"Beef,filletdefatted,raw",Bos taurus,,29
3,Snquu'qunuupnn,Dolma- stuffed cabbage leaves,,,32
4,Snjuu'juunnnh pniihny,Dolma - stuffed grape leaves,,,32
5,Snuuuh qtuniu,Tomato ketchup,,,35
6,Snuunh uudnil,Tomato paste,,,35
7,,"Wheat, kernels, whole,",,,
8,3npulihud,"cracked,raw",Triticum aestivum,,17
9,"8npluh uynip,uuhnul,pupap","Wheat flour, white,",,,
10,qui unughu ntuulh,breadmaking,Triticum aestivum,,17
11,,"Wheat flour, white,",,,
12,"quu unuhu nluulh,Upuu?","breadmaking, Armash factory,",,,
13,"qnpdupuuh,ntnuluu",local,Triticum aestivum,,17
14,,"Wheat flour,white",,,
15,"qhu unumhu ntuulh,Funpuujuu","breadmaking, Bagramyan",,,
16,"qnpdupuuh,utnuluu","factory, local",Triticum aestivum,,17
17,,"Wheat flour, white,",,,
18,,"breadmaking,Makfanonlocal",Triticum aestivum,,17
19,,Paklava,,,20
20,"Pupup, uhuju uuhg","Doner kebab, grilled",,,29
21,Pugufu,Vinegar,,,35
22,"Onh, pun. 39.72%",Vodka (alc.39.72% by vol.),,,38
