,0,1,2,3,4
0,Uuunuuphpph hujtptu,Uuunuuphpphuuqtptu,Thnuluu,E2h,
1,funquujninnhtnuguudhniu,"Pork, trimmed fat, raw",Sus scrofa,,29
2,"funquhupul$hit,hnu","Pork, shoulder steaks, raw", Sus scrofa,,29
3,"funqh uhu,phulh$hit,",,,,
4,,"Pork, shoulder steaks, roasted", Sus scrofa,,29
5,"Junqh uhu, uhyhu, phy jninnu, hniu","Pork, trimmed lean, raw",Sus scrofa,,29
6,"funqh uhu, unugh, qnht","Pork, rib steaks, grilled",Sus scrofa,,29
7,"funqhuhu,untyh,hniu","Pork, rib steaks, raw",Sus scrofa,,29
8,"Junqh uhu,ninni, juu2ud","Pork, fat, boiled",Sus scrofa,,29
9,funphqnu qupu,"Cake, Gata with Koritz",,,20
10,"Ohpuu, pupu","Apricots, raw",Prunus armeniaca,,23
11,"Hup, gudp jninijunipjiu",Semi-skimmed milk.,,,
12,,pasteurised,,,32
13,"Hupuuann,unynpuluu","Cottage cheese, plain",,,32
14,"Hhpuuann,unynpuluu, gudp","Cottage cheese, plain, reduced",,,
15,,fat,,,32
16,"Hunuup, pupu","Cabbage, raw",Brassica oleraca,,20
17,"Hunuup,tthud","Cabbage,boiled",Brassica oleraca,,20
18,Yunuq,Butter,,,26
19,"Yupun$hi,hhu,uihud","Old potatoes, boiled", Solanum tuberosum,,20
20,,"Old potatoes, mashed with",,,
21,,butter, Solanum tuberosum,,20
22,"Hupunn$hyhhu,thud","Old potatoes, raw",Solanum tuberosum,,20
23,,"Old potatoes, chipped, fried in",,,
24,"Yupnn$hy, hhu, muuulud",vegetable oil,Solanum tuberosum,,20
25,"Hupinoh, unp, Hihud","New potatoes, boiled",Solanum tuberosum,,20
26,"Yupun$h,unp,uhud","New potatoes, raw", Solanum tuberosum,,20
27,yupulphunnu,Baking powder,,,35
28,,Cola,,,38
29,,Kololik: boll meat soup,,,32
30,,"Brandy, cognac (alc. 38.05%",,,
31,"Unujul,Fpuunh pun.38.05%",by vol.),,,38
32,,"Lettuce, raw",Lactuca sativa,,20
33,"Zuutu,punu","Coriander, fresh",Coriandrum,,23
34,"Zuq,unpnyud(lnngniu),uhu","Chicken, meat, roasted",Gallus domesticus,,29
35,"Zuy, hniu, uhu","Chicken, meat, raw",Gallus domesticus,,29
36,"Zuq,unu,uuqud","Chicken, meat, boiled",Gallus domesticus,,29
37,,"Chicken, broiler or fryers, leg,",,,
38,"Zuyh pnin, uhu u quzh,hniu","meat and skin, raw",Gallus domesticus,,29
39,,"Chicken, broiler or fryers, leg,",,,
40,"Zuyh pnin, uhu u qu2h,fuu2ud","meat and skin, boiled",Gallus domesticus,,29
41,,Harissa: chicken and wheat,,,
42,Zuphuu,grain,,,32
43,"Zug, unuchu ntuulh","Bread, first-grade wheat",Triticum aestivum,,17
44,,,Fagopyrum,,
45,,"Buckwheat, raw",esculentum,,17
46,2hpuuunnh jnin,Olive oil,,,26
47,"2uupniy, pupu","Watermelon, raw",Citrullus vulgaris,,26
48,"2ni, huqh, pupu","Eggs, chicken, raw",,,26
49,"2nt, huqh, Upquh. pupu","Egg, chicken, Arzni, raw",,,26
50,"Qni, huyh, Upquh.juu2ud","Egg, chicken, Arzni, boiled",,,26
51,"2nt, huth, ntnunig, poupu","Egg, chicken, yolk, raw",,,26
52,"2ni, huyh, Lniuulupin, Juu2ud","Egg, chicken, Lusakert, boiled",,,26
53,"2ni, hhgh,Iniurlupn,pupu","Egg, chicken, Lusakert, raw",,,26
54,"2ni, huyh, uuhunulnig, pupu","Egg, chicken, white, raw",,,26
55,"2ni, huyh, uuhunulnig,Juu2ud","Egg, chicken, white, boiled",,,26
