,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,Uuunuupupph hwjtptu,,Aupuuppnt-,Supuuppni-,Tnjhshuqhgud,Xunuuppni-,fun tuuuphu,2np,Ca,Fe,Mg,P,K,Na,Zn,Cu
1,Punkpu,Uuunuupupph hwjtptu,punq),utp,utp,utn,utn,(ug),Uuugnpn,(ug),(uq),(uq),(uq),(uq),(uq),(uq),(uq)
2,,,punq),(q),(q),(q),(q),(ug),(q),,,,,,,,
3,0102@uwdputp l unnppn -Biscuits and cakes,0102@uwdputp l unnppn -Biscuits and cakes,,(q),,,,,,,,,,,,,
4,0102001,qupu,28.1,12.5,8.3,2.2,0.1,51,1.2,32,1.0,18,98,109,188,0.7,0.10
5,0102002,funphqnd qupu,19.8,10.6,5.0,2.2,0.7,65,1.2,49,0.9,23,163,159,168,0.7,0.15
6,0102003,"Tnynjunt phuluhp,yptuny,",28.4,16.3,9.2,1.6,,11,1.5,125,1.4,34,150,240,175,0.7,0.18
7,0102004,,19.9,8.6,4.9,4.9,0.4,37,0.8,35,0.7,24,125,110,115,0.6,0.24
8,0102005,,21.8,11.1,8.1,1.5,0.9,37,1.0,87,1.8,15,85,110,360,0.6,0.11
9,,"tu$th,pnipuqtmugyud/innuud,",,,9.0,,,,,87,1.8,,155,110,360,0.6,
10,0102006,2nlnnun uupnninipjuup,29.7,18.2,9.0,1.0,,14,1.2,140,1.4,42,155,140,94,0.8,0.24
11,0103 Thgwutp l wjunpduphp uuluniuntuunutp -Pizzas and savory snacks,0103 Thgwutp l wjunpduphp uuluniuntuunutp -Pizzas and savory snacks,,,,,,,,,,,,,,,
12,0103001,Unh &nnhyuup,9.5,1.4,3.6,3.6,,0.0,3.9,22,4.3,32,121,124,657,0.9,0.19
13,0103002,"fuunp whgjh huup,ythyud",4.8,,,,,,1.0,86,1.5,18,85,124,272,0.6,0.09
14,0103003,"Thgu,uuupnyuqnghyny",7.5,3.1,2.4,1.3,0.2,13,1.5,213,1.2,24,170,165,247,1.3,0.11
15,,02 Ouqwjng hupniuu wpuuunuyuninutp/uwjupuuuninukp h npuughg uwupuuunywd niutuuitp -Starchy roots/tubers and their prodcuts,,,,,,,,,,,,,,,
16,0200001,,0.3,0.1,0.0,0.1,,0,1.0,6,0.3,14,34,320,11,0.2,0.09
17,0200002,Ypnnhunptihd,0.2,0.1,Tr,0.1,0.0,0,1.1,6,0.4,14,33,314,11,0.2,0.09
18,0200003,"Yupinnhy,hhu,hihyud",0.2,0.1,Tr,0.1,0.0,0,1.1,5,0.4,17,37,360,7,0.3,0.08
19,0200004,"Yupunnhi,hhu, hhud",0.2,0.0,Tr,0.1,0.0,0,1.0,5,0.4,17,36,353,7,0.3,0.08
20,0200005,"Yupinn$hi, hhu, nuuulud",12.4,3.6,5.3,3.1,,0,1.9,11,0.9,31,62,660,35,0.6,0.14
21,0200006,upnpud,4.3,2.8,1.0,0.2,,12,1.0,13,0.4,13,35,260,43,0.3,0.06
22,,03 Pwugwplnbu l npwughg uqwnpuuunqu& ninbuunuup -Vegetables and their products,,,,,,,,,,,,,,,
23,0300001,"Yhnuup, pnpu",0.2,Tr,Tr,0.1,0.0,0,0.7,47,0.4,10,28,217,10,0.2,0.02
24,0300002,"Hunuup,thd",0.2,Tr,Tr,0.1,0.0,0,0.7,48,0.4,10,29,221,11,0.2,0.04
25,0300003,"4uqup,pupu",0.4,0.1,0.0,0.2,,0,0.7,31,0.3,9,27,254,56,0.2,0.04
26,0300004,"4uqup,bihud",0.4,0.1,0.0,0.2,,0,0.9,32,0.3,9,28,270,59,0.2,0.04
27,0300005,,0.5,0.1,Tr,0.3,,0,0.9,34,0.4,9,25,240,40,0.2,0.02
28,0300006,"Uupnil,ppu",0.1,0.1,Tr,Tr,0.0,0,0.6,18,0.2,10,32,227,5,0.2,0.04
29,0300007,"Uupnil,ppu",0.2,0.1,Tr,0.1,0.0,0,0.6,9,0.3,12,24,283,2,0.2,0.06
30,0300008,"Uupnil,hqhwd",0.3,0.1,Tr,0.2,0.0,0,1.5,11,0.4,15,30,283,3,0.2,0.07
31,0300009,"Ujunnp, poupu",0.5,0.1,Tr,0.3,0.0,0,1.5,74,1.8,25,161,474,13,1.1,0.22
32,0300010,"fvunnnh nkpl, uuhudnjugiud",2.0,0.3,0.1,1.0,,0,6.0,289,3.0,14,34,29,2853,0.4,1.84
33,0300011,"Junnnh utpl, pupu",2.1,0.3,0.1,1.1,,0,1.7,363,2.6,95,91,272,9,0.7,0.42
34,0300012,,0.5,0.1,Tr,0.3,,0,0.8,28,0.7,6,28,220,3,0.2,0.01
