,0,1,2,3
0,,,Quuhnjuyud uuquuhniuh hhnphn(AOAC,
1,,,986.15) quu qujniu hqnunnunqunupugqud ququjhu,986.15) quu qujniu hqnunnunqunupugqud ququjhu
2,,,"ppnuuunuqpuuu-uuu uulqnpnutnphu (Relmes and Veillon,","ppnuuunuqpuuu-uuu uulqnpnutnphu (Relmes and Veillon,"
3,,,1981),
4,$nu$np,,"Uullupn$ininnutnphu (Maxom,1980)",
5,,,qZP,
6,Hhuuunuulp,Hhuuunuulp,,
7,nlnhuni,,PZP,
8,-qupnhu,-qupnhu,Ppnuunnqnuuu Inuuulnn nupuuqunniu u lquuniu,
9,Ujqupnunhungnuup,Ujqupnunhungnuup,4ZP,
10,HhnuuhuD,HhnuuhuD,Ztnunup& hni F lnuuul,
11,,,Uuuplupuuuluu l uutlnpupniuusunuluu lnuuul,
12,,,qzr lnuuul*,
13,,,Ztnnil ppnuuuuqpuuu bnuuulnq (AOAC 995.05 quu 982.29),Ztnnil ppnuuuuqpuuu bnuuulnq (AOAC 995.05 quu 982.29)
14,YhnuuhuE,YhnuuhuE,Unpuuhnu z,
15,,,Ztnunup&hnuFf,
16,,,4niursuhuluu anuuul huuwlgqud 42,
17,,,"(Christie et al, 1973)",
18,2puinidqhuuunuutp,2puinidqhuuunuutp,,
19,Ohuuhu,,"F2f-u $qnipniutnphl hujnuuplpuuup ($huqquu l $uniqlu,","F2f-u $qnipniutnphl hujnuuplpuuup ($huqquu l $uniqlu,"
20,,,1984),
21,,,$qnipniutnphu (huupujhu jupnpuunutph l,phunyuuph
22,,,"huuupulnipjniu,1951)",
23,,,"Uuuplupuuuluu (Ptu,1974)*",
24,,,$ninnutunphl tnuuul(AOAC 942.23) unnuuihniFZP,
25,,,F-u$inipnulunphl hujuuuplpuup,
26,,,"UuupLupuuuluu (Ftu, 1974 u AOAC 940.33)*",
27,,,$inunnutunnhl hujuuuplnniu(AOAC 970.65)unnuu hnij FZ,$inunnutunnhl hujuuuplnniu(AOAC 970.65)unnuu hnij FZ
28,thughu,,PZ (Uuhunnniulu et al.1989),
29,,,Uuuplupuuuluu(Plj 1974),
30,,,Uuunlupuuuluu(AOAC 944.13),
31,4hnuuhuB6,4hnuuhuB6,"F2? $qnipnutnphy hujuuupupuuup (uqhuunnqulu et al.1989,","F2? $qnipnutnphy hujuuupupuuup (uqhuunnqulu et al.1989,"
32,,,Fpnipu>up et al.1985),
33,,,"Uuuplupuuuluu(Pbu,1974)",
34,,,Uuuplupuuuluu (AOAC 961.15),
35,4hnuuhu B12,4hnuuhu B12,Uuuplupuuuluu,
36,,,"(Puu 1978, AOAC 945.74 quu 992.0 u AOAC 952.20)",
37,,,"$jninnutunnhu tnuuul(AOAC,942.23)*",
38,Injuppni,,"Uuuplupuuuquu($hihuqu l 4pujp,1983;Fuu,1974)",
39,,,Untuqhu uuuplupuuuluu qnpdpupug,
40,,,eZP,
41,,,F2R-u$inipnutuphl hujuuupupuuup ($huqquu l $uniipu 1984),F2R-u$inipnutuphl hujuuupupuuup ($huqquu l $uniipu 1984)
42,Uulnpphuuppni u,Uulnpphuuppni u,"Shunpusuhuluu lnuuul(AOAC,1975)",
43,nthhnpnuulnpphuuppni,nthhnpnuulnpphuuppni,Thpinphunn$uunjuhu unuuul (AOAC 967.21),
44,,,$qnupnutuphq unuuul (AOAC 967.22.4 AOAC 1975),
45,,,PZP,
46,,nuhIIuu,,uiluiltunnnuniu nip
