,0,1,2
0,TAGNAME,DESCRIPTION,UNIT
1,SER,Serine,mg
2,TAU,Taurine,mg
3,THR,Threonine,mg
4,TRP,Tryptophan,mg
5,TYR,Tyrosine,mg
6,VAL,Valine,mg
7,AAS,"Amino acids, total sulfur-containing",mg
8,ASN A ASP,Asparagine + aspartic acid,mg
9,CYS A MET,Cystine+ methionine,mg
10,GLN_A_GLU,Glutamine +gluamic acid,mg
11,PHE_A_TYR,Phenylalanine+tyrosine,mg
12,"Nitrogen and protein expressions, conversion factors","Nitrogen and protein expressions, conversion factors",
13,NNP,"Nitrogen,non-protein",mg
14,NT,"Nitrogen,total",g
15,PROTCNT,"Protein,total;calculated from total nitrogen",g
16,PROTCNP,"Protein,total; calculated from protein nitrogen",g
17,PROT-,"Protein, total; method of determination unknown or variable",g
18,XN,Conversion factor to calculate total protein from nitrogen,
19,Other nitrogen containing compounds,Other nitrogen containing compounds,
20,CYAN,Cyanide,mcg
21,"Fat, fatty acids,fatty acid conversion factor","Fat, fatty acids,fatty acid conversion factor",
22,FAT,"Fat,total",g
23,FATCE,"Fat, total; derived by analysis using continuous extraction",g
24,FAT-,Fat; method of determination unknown or mixed methods,g
25,TGLY,"Triglycerides,total",g
26,XFA (internal use),Fatty acid conversion factor for internal use,
27,Fatty acids,,
28,F4D0,Fatty acid 4:0,g
29,F6D0,Fatty acid 6:0,g
30,F8D0,Fatty acid 8:0,g
31,F9D0,Fatty acid 9:0,g
32,F10D0,Fatty acid 10:0,g
33,F11D0,Fatty acid 11:0,g
34,F12D0,Fatty acid 12:0,g
35,F13D0,Fatty acid 13:0,g
