,0,1,2
0,566,Fish Relish without Oil,Caril de peixe sem Oleo
1,567,Fish Relish with coconut milk,Caril de Peixe com Coco
2,564,Fish Relish with Oil,Caril de Peixe com Oleo
3,569,"Fish, fried","Peixe, frito"
4,563,"Fish, fried relish",Molho de peixe frito
5,580,Liver relish,Pasta (ou pate) de figado
6,579,"Liver, fried","Figado, seco"
7,570,Meat samosa,Chamusa de carne
8,572,"Meat, barbecued","Carne, espetada"
9,562,"Omelet, Spanish","Omolete, Espanhola"
10,575,"Omelet, Spanish with potato","Omolete, Espanhola com batata"
11,560,Small dried fish relish with coconut milk,Caril de Sardinhas com Coco
12,558,Small dried fish relish with okra,Caril de Sardinals com Quiabo
13,557,Small dried fish relish with tomato and oil,Caril de Sardinas com tomate e Oleo
14,559,"Small dried fish, fried","Sardinhas, fritas"
15,D3,Milk and milk products,Leite e Derivados de Leite
16,261,"Cheese, chedder","Queijo, chedar"
17,258,"Cheese, cream",Queijo cremoso
18,259,Cheese mozzarella,Queijo mozarela
19,251,Ice cream,Sorvete
20,252,"Infant formula, lactogen","Formula Infantil, Lactogen"
21,253,"Milk, condensed, sweetened","Leite, Condensado, adocicado"
22,257,"Milk,condensed.evaporated.without_vitamin A",Leiteem po sem vit A
23,260,"Milk powder, non-fat without vitamin A","Leite em po, sem gordura e sem vitamina A"
24,254,"Milk powder, full cream","Leite em Po, Gordo"
25,255,"Milk, cow, whole","Leite, Vaca, Inteiro"
26,256,Yogurt,Yogurte
27,E,Oils and Fats,Oleos e Gorduras
28,1102,Butter refined -- ghee,Manteiga
29,1101,Butter with salt,Manteiga
30,1105,Coconut cream,Creme de coco
31,1114,"Coconut meat, raw","Coco, cru"
32,1104,Coconut milk and water,Leite de coco e agua
33,1115,Coconut water,Agua de coco
34,1103,Coconut oil,Oleo de coco
35,1107,Margarine,Margarina
36,1108,Red palm oil,Oleo de Palma
37,1109,Sesame oil,Oleo de Gergelim
38,1110,Vegetable fat,Gordura de origem vegetal
39,1111,"Vegetable fat, cowboy","Gordura de origem vegetal,Vaqueiro"
40,1112,"Vegetable fat, kimbo","Gordura de origem vegetal, KIMBO---"
41,1113,Vegetble oil,Oleo de origem vegetal
