,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,,,,hupnunhuu,Thun.,,,,thughuu-,thu,,thun.,
1,huntpu,Uuunuupupph hujtptu,Se,I,Mn,Ahu.A,nhuhunt,huuupdtp,D,E,thu,Thu,huuupdup,,ni,B12,c
2,huntpu,,(uyq),(ulg,(uq),(uyg),(uyq),(uyq),(uqq),(uq),(ug),(uq),(uq),B6,(uyg),B12,(uq)
3,,,(uyq),(ulg,(uq),(uyg),,(uyq),(uqq),(uq),(ug),(uq),(uq),(uq,(uyg),,(uq)
4,10 Uhu  h npwung uquunpuunqw& niutunutp - Meat and their products,10 Uhu  h npwung uquunpuunqw& niutunutp - Meat and their products,,,,,,,,,,,,,,,
5,1001 Uhu u onsuwuhu -Meat and poultry,1001 Uhu u onsuwuhu -Meat and poultry,,,,,,,,,,,,,,,
6,1001001,"Shquph$hh, ninqplyhd, hniu",6.8,5.5,0.01,Tr,Tr,Tr,0.4,0.12,0.09,0.23,9.5,0.47,9,2.2,0.0
7,1001002,,10.9,8.9,0.02,Tr,Tr,Tr,0.6,0.15,0.11,0.29,12.3,0.61,7,1.7,0.0
8,1001003,"Shdhph uhu, Hnnnulph, hntu",6.3,5.0,0.01,37,37,3,0.7,0.51,0.06,0.18,8.7,0.40,10,1.7,0.0
9,1001004,(tinngnuu),9.5,7.6,0.02,56,56,5,1.0,0.62,0.07,0.21,10.5,0.48,15,2.1,
10,1001005,"Sh uph uupn, hniu",39.7,,0.36,4968,4948,238,(1.2),(0.38),0.19,2.76,17.6,1.08,290,59.3,1.3
11,1001006,Shduph mupn numuqud,32.8,,0.36,7744,7728,188,(1.2),(0.46),0.18,0.14,23.1,1.03,260,83.1,0.7
12,1001007,"Suquph uhu, unugud, hniu",10.3,9.0,0.01,6,6,Tr,0.7,0.29,0.05,0.14,5.8,0.30,11,2.0,0.0
13,1001008,"Swiwph uhu, wnugud,puu2ud",14.2,12.5,0.02,8,8,Tr,0.9,0.32,0.06,0.16,6.4,0.33,7,2.2,0.0
14,1001009,"Suquph uhu, gninp hhinug ud, hniu",4.5,10.0,0.01,Tr,Tr,Tr,0.5,0.10,0.07,0.17,6.3,0.35,19,1.5,0.0
15,1001010,"Zuh pnin, hniu, uhu u qu2h",13.1,,0.02,37,37,0,(0.1),(0.44),0.07,0.16,8.8,0.29,11,0.3,0.0
16,1001011,"Zujh pnin, hniu, uhu h qu2h",18.7,,0.03,53,53,0,(0.1),(0.50),0.08,0.19,10.1,0.33,8,0.4,0.0
17,1001012,"Zwq hniu, uhu",13.0,6.0,0.01,11,16,Tr,0.1,0.15,0.14,0.18,12.1,0.38,19,Tr,0.0
18,1001013,"Zuq,uhu,fuumud",18.6,8.6,0.01,16,16,Tr,0.1,0.17,0.16,0.21,13.8,0.43,14,Tr,0.0
19,1001014,"Zuq, Junpnud (hnngniu),uhu",17.0,6.0,0.02,24,24,Tr,0.1,0.23,0.07,0.11,11.5,0.27,10,1.0,0.0
20,1001015,"&jupup, uhuju uuhg",6.0,4.0,0.06,Tr,Tr,Tr,0.6,0.56,0.11,0.25,10.7,0.20,7,2.0,0.0
21,1001016,"n,juuph uhu, jninp htinugyud,hniu",2.0,6.0,0.01,29,29,Tr,0.5,0.14,0.07,0.12,3.5,0.10,4,1.0,0.0
22,1001017,thud,4.0,6.0,0.01,29,29,Tr,0.5,0.28,0.09,0.17,5.6,0.20,4,1.0,0.0
23,1001018,,4.0,6.0,0.01,6,6,Tr,0.4,0.09,0.09,0.20,9.3,0.30,6,2.0,0.0
24,1001019,"Nyjuuph uhu, phy jninnun,fuuaud",5.9,8.8,0.01,9,9,Tr,0.6,0.11,0.11,0.24,12.1,0.35,4,2.4,0.0
25,1001020,"unqh uqnpuuuu,phy jninnn,hniu",9.5,2.5,0.01,Tr,Tr,Tr,0.8,0.09,0.75,0.20,8.0,0.37,2,0.9,0.0
26,1001021,"junpntd (tinngniu),ph jninnn",14.5,3.9,0.02,Tr,Tr,Tr,1.3,0.10,0.92,0.24,11.6,0.45,2,1.0,0.0
27,1001022,"funqh uhu, phy jninnu, hntu",13.0,5.0,0.01,Tr,Tr,Tr,0.5,0.05,0.98,0.24,11.4,0.54,3,1.0,0.0
28,1001023,funq uhu jninnhtinguudhntu,7.0,5.0,Tr,Tr,Tr,Tr,1.3,0.03,0.20,0.13,3.2,0.11,2,1.0,0.0
29,1001024,"funqh uhu,rninnu,juu2ud",9.0,5.0,Tr,Tr,Tr,Tr,2.1,0.05,0.37,0.16,5.3,0.16,2,Tr,0.0
30,1001026,"unqh uhu,uniuh,hntu",6.9,0.0,0.02,0,0,0,0.7,0.10,0.48,0.18,6.0,0.26,2,0.7,0.0
31,1001026,"funqh uhu, untyh,qpht",11.1,0.0,0.03,0,0,0,0.4,0.13,0.62,0.23,7.7,0.34,3,0.9,0.7
32,1001027,"funqh uhu, phulh$h u, hniu",15.7,0.0,0.01,1,1,0,0.4,0.10,0.75,0.21,7.4,0.32,4,0.7,0.7
33,1001028,"unqh uhu,phulh$hyt,",25.2,0.0,0.02,2,,0,0.6,0.13,0.97,0.27,10.0,0.42,6,0.9,1.1
