,0,1,2
0,354,"Potato crisps,salted","Batata,"
1,353,"Potato,English,cooked","Batata, Inglesa, Cozida"
2,355,"Potato, raw, with skin","Batata, crua, com pele"
3,357,"Squash, summer, fresh-AP","Polpa,Verao,Fresco-Toda a porcao"
4,366,"Squash, summer, fresh-EP","Polpa,Verao,Fresco-Parte comestivel"
5,360,"Sweet potato, fresh-AP","Batata doce, Fresca Toda a porcao"
6,361,"Sweet potato, fresh-EP","Batata doce, -Fresca Parte comestivel"
7,368,"Sweet potato,orange","Batata doce, laranja"
8,356,"Taro, raw",Taro/Inhame
9,369,"Yam, raw","Inhame, cru"
10,,"Roots,Tubers and Banana-based",
11,B2,local dishes,"Derivados de Raizes,Tuberculos,Banana"
12,974,"Banana porridge, plain",Papa de banana
13,975,Banana porridge with meat,Papa de banana
14,976,Banana porridge with fish,Papa de banana
15,977,Banana porridge with meat and spinach,"Papa de banana com carne,Espinafre"
16,954,Banana with cashewnut,Banana com castanha de caju
17,955,Banana with coconut,Banana com coco
18,968,Banana with kidney beans,Banana com Feijao Vulgar Pegueno
19,953,Banana with meat,Banana com carne
20,952,Banana with meat and coconut,Banana com carne e coco
21,973,"Banana with meat, coconut, oil, vegetables","Banana com carne,coco, leo,vegetal"
22,951,Banana with oil without meat,Banana com oleo (sem carne)
23,969,"Banana, boiled","Banana, cozida"
24,964,"Banana, fried",Banana frita
25,971,"Banana, roast","Banana, assada"
26,541,Cassava porridge with sugar,Papa de mandioca com acucar
27,526,Cassava ugali (stiff porridge),Papa de mandioca consistente
28,956,Cassava with coconut,Mandioca com coco
29,965,"Cassava, boiled","Mandioca, cozida"
30,957,"Cassava, fried","Mandioca, frita"
31,978,Kachori (spicy potato balls),Kachori (bolinhas de batata picante)
32,960,"Potato Chips, fried","Palitos de batata,frita"
33,959,Potato relish with beef,Caril de carne de vaca com batata
34,972,Potato relish with coconut milk,Caril de bata com Coco
35,958,Potato relish with oil,Caril de batata com oleo
36,961,"Potato, boiled","Batata, cozida"
37,963,Roots and tubers mixed (futari),"Raizes e tuberculos, misturados"
38,967,"Sweet potato, boiled","Batata doce, cozida"
39,966,"Sweet potato, fried","Batata doce, frita"
40,980,"Taro, cooked, without salt","Belembe,cozido, sem sal"
