,0,1,2,3
0,,Microcrystalline Wax (905c(i)),,Potassium Malate (351(ii)
1,,"Mineral Oil, High Viscosity (905d)",,Potassium Propionate (283)
2,," Mineral Oil, Medium and Low Viscosity (Class I)",,Potassium Sulphates515
3,,(905e),,Powdered Cellulose 460(ii
4,, Monoammonium Glutamate (624),,Processed Eucheuma Seaweed (PES) (407a)
5,,Mono-and Di-Glycerides of Fatty Acids (471),,Propane (944)
6,,Monopotassium Glutamate (622),,Propionic Acid (280)
7,,Monosodium Glutamate (621,,Propylene Glycol (1520)
8,,Monostarch Phosphate (1410),,Propylene Glycol AIginate (405)
9,,,,Propylene Glycol Esters of Fatty Acids (477)
10,N,,,Propyl Gallate (310)
11,,Neotame (961),,Protease (Asperigillus oryzae var.) (1101(i)
12,,Nisin (234),,Pullulan (1204)
13,:Nitrogen (941),:Nitrogen (941),,
14,,.Nitrous Oxide (942),Q,
15,,,.,Quinoline Yellow (104)
16,0,,,
17,,Oxidized Starch (1404),R,
18,,Oxystearin (387),.,Red 2G (128)
19,P,,S,
20,.,Papain (1101(ii),,"Saccharin (and Na,K,Ca Salts)(954"
21,,Pectins (440),,"Salts of Myristic, Palmitic and Stearic Acids with"
22,.,,,
23,,Phosphated Distarch Phosphate (1413,,"Ammonia, Calcium, Potassium and Sodium"
24,,Pimaricin (Natamycin) (235),,(470i))
25,,Polydextroses A and N (1200),,"Salts of Oleic Acid with Calcium,Potassium and"
26,,Polydimethylsiloxane (900a),,Sodium (470(ii))
27,,Polyethylene Glycol (1521),,Shellac (904)
28,,Polyglycerol Esters of Fatty Acids (475),,"Silicon Dioxide,Amorphous (551)"
29,,Polyglycerol Esters of Interesterified Ricinoleic,,Sodium Acetate (262(i))
30,,Acid (476),,Sodium Alginate (401)
31,,Polyglycitol Syrup (964),,Sodium Ascorbate (301)
32,,Polyvinyl Alcohol (1203),,Sodium Carbonate (500(i))
33,,Polyvinylpyrrolidone (1201),,"Sodium Carboxymethyl Cellulose, Enzymatically"
34,,Polyvinylpyrrolidone (Insoluble) (1202,,Hydrolysed (469)
35,,Ponceau 4R (Cochineal Red A) (124),,Sodium Carboxymethyl Cellulose (Cellulose Gun
36,,Potassium Acetates (261),,(466)
37,,Potassium Alginate (402,,Sodium Diacetate (262(ii))
38,,Potassium Ascorbate (303),,Sodium Dihydrogen Citrate (331(i))
39,,Potassium Carbonate (501i),,Sodium Fumarates (365)
40,,Potassium Chloride (508),,Sodium Gluconate (576
41,,Potassium Dihydrogen Citrate (332(i)),,Sodium Hydrogen Carbonate (500(ii))
42,,Potassium Gluconate (577),,Sodium Hydrogen Malate (350(i))
43,,Potassium Hydrogen Carbonate (501(ii)),,Sodium Hydroxide (524)
44,,Potassium Hydrogen Malate (351(i),,Sodium Isoascorbate (316)
45,,Potassium Hydroxide (525),, Sodium Lactate (325)
46,,Potassium Inosinate (632),,Sodium Malate (350(ii))
47,,Potassium Lactate (326),,Sodium Propionate (281)
