,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,bw,00,0,,,0,0,,00,,120,1.10,390,0'0
1,ARC,6w,0,,,,0'0,0,0,00,,110,240,,00
2,TAL,bw,0,0,,20000,00,0,00,00,,1.10,2.50,099,00
3,TRR,,0,00,2220,,00,0,0,00,,120,170,,00
4,PHE,bw,0,0,,,0,0,,00,0299,1.10,250,0'99,00
5,CrS,6w,00,00,1000,0'069,00,00,00,00,,20,120,330,00
6,MET,6w,0,00,110,3.110,00,8,00,00,4170,40,08,210,00
7,,6w,0,0,1110,,00,0,,00,11140,220,390,80,00
8,LEU,6w,0,00,,30000,0'0,0,0,00,17710,210,360,880,0'0
9,,bw,0,0,,20000,00,0,0,00,1110,1.50,220,009,00
10,THR,6w,0,0,,1.1610,0'0,0,00,00,,170,240,,00
11,TPP,6w,0,0,,,00,0,0,00,,50,120,180,00
12,,,,,Soeee Coe,,,,,,,,,,
13,,,,464,474,,465,,467,466,66t,,470,,480
