,0,1,2
0,F4,Vegetable-basedlocaldishes,Asili ya mboga
1,755,Cabbage relish with oil,Mchuzi wa mboga ya kabeji na mafuta
2,754,Cabbage and onion salad,Kachmbari ya kabeji na kitungu
3,757,Cassava leaf relish with coconut milk,Mchuzi wa kisamvu na tui la naz
4,759,Cow pea leaf relish with coconut milk,Mchuzi wa majani ya kunde na tui la nazi
5,779,Cow pea leaf relish with groundnuts,Mchuzi wa majani ya kunde na karanga
6,784,Egg plant relish,Mchuzi wa mboga ya biringanya
7,763,"Green leaf,medium,relish with coconut milk",Mchuzi wa mboga ya majani na tui la nazi
8,762,"Green leaf,medium,relish with groundnuts",Mchuzi wa mboga ya majani na karanga
9,761,"Grenn leaf, medium, relish without oil",Mchuzi wa mboga ya majani bila mafuta
10,760,"Green leaf,medium,relish with oil",Mchuzi wa mboga ya majani na mafuta
11,766,Green pea relish without oil,Mchuzi wa njegere bila mafuta
12,782,Green pea relish with oil,Mchuzi wa njegere na tui la nazi
13,767,Green pea relish with oil and coconut milk,Mchuzi wa njegere na mafuta
14,778,Green pea relish with coconut milk,Mchuzi wa njegere na mafuta na nazi
15,786,Hare lettuce (mchunga relish with oil,Mchuzi wa mchunga na mafuta
16,783,Okra relish without oil,Mchuzi wa bamia bila mafutal
17,775,Okra relish with oil,Mchuz wa bamia na mafuta
18,765,Okra relish with coconut milk,Mchuzi wa bamia na nazi
19,781,"Okra, fried",Bamia iliyokaangwa
20,780,Potato leaf relish with coconut milk,Mchuzi wa matembele na tui la nazi
21,777,Potato leaf relish with milk,Mchuzi wa matembele na maziwa
22,764,Potato leaf relish with oil,Mchuzi wa matembele na mafuta
23,772, Potato samosa,Sambusa ya viazi
24,769,Pumpkin Jeaf relish without oil,Mchuzi wa majani ya maboga bila mafuta
25,768,Pumpkin leaf relish with oil,Mchuzi wa majani ya maboga na mafuta
26,770,Spinach relish with groundnut and oil,"Mchuzi wa spinachi, karanga na mafutal"
27,752,Spinach relish without oil,Mchuzi wa spinachi bila mafuta
28,753,Spinach relish with oil,Mchuzi wa spinachi na mafuta
29,771,Spinach relish with sesame seeds,Mchuzi wa spinachi na ufuta
30,785,Tomato relish,Mchuzi wa mboga ya nyanya
31,GMI,Miscellaneous,Mchanganyiko/Vinginenyo
32,451,"Beer, commercial",Bia
33,452,"Beer, local, grain",Pombe ya kienyeji
34,453,"Beer, local non-specific",Gongo
35,454,"Black currant, syrup, ribena","Juisi ya black currant,ribena"
36,455,"Candy, choclate","Pipi, Choclate"
37,458,"Carbonated drink,non-alcohol",Vinywaji baridi (Soda)
38,471,"Chilli powder,red","Pilipili ya unga, nyekundu"
39,481,Chilli sauce,Sausi ya pilipili
