,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,tqtguo,,,,,2np,,Fe,,,,,,
1,hunkpu,Uuunuuphpph hujhptu,pun.,,,uitp,uitn,Juntuuntphu,fuugnpn,Ca,Fe,Mg,P,K,Na,Zn,Cu
2,hunkpu,,(q),ulp,utip,uitp,uitn,(ug),(q),(uq),(uq),(uq),(uq),(uq),(uq),(uq),(uq)
3,,,(q),(q),(q),(q),(q),,(q),,,,,,,,
4,0300013,"Uniul,yuuntpy,pupu",1.3,,,,,0,2.5,2,0.6,7,50,392,4,1.0,0.42
5,0300014,"Uniul,uuntipyhhud",2.2,,,,,0,2.5,3,1.0,12,83,653,7,1.6,0.70
6,0300015,"Uniuy,ppu",0.4,0.1,0.0,0.2,0.0,0,1.0,8,0.5,10,83,342,7,0.4,0.57
7,0300016,"Uniul,thud",0.7,0.1,0.0,0.4,0.0,0,1.6,13,0.8,16,138,569,11,0.7,0.95
8,0300017,"Unfu, qunu, ppu",0.3,0.0,0.0,0.0,,0,0.6,56,1.2,18,29,208,10,0.3,0.05
9,0300018,"Unju, pupu",0.2,0.1,Tr,0.1,0.0,0,0.5,24,0.3,8,33,166,3,0.2,Tr
10,0300019,"Tnuhn, quuus, pupu",0.3,0.1,0.0,0.2,0.0,0,0.4,9,0.4,11,23,154,5,0.1,0.05
11,0300020,,0.3,0.1,0.0,0.2,0.0,0,0.5,10,0.4,12,26,176,6,0.1,0.06
12,0300021,"Tnuun,qupuhp,poupu",0.4,0.1,Tr,0.2,0.0,0,0.6,7,0.4,13,26,237,4,0.2,Tr
13,0300022,,0.7,0.1,Tr,0.2,0.0,0,0.6,8,0.5,15,30,237,5,0.2,Tr
14,0300023,"Uunil, pupu",0.7,,,,,0,1.1,44,2.4,103,63,390,4,0.2,0.13
15,0300024,"Umunnfu, pmpu",0.6,0.1,0.1,0.3,0.0,0,1.9,133,3.1,53,45,502,87,0.8,0.08
16,0300025,"Umuuufu, Hhud",0.8,0.1,0.0,0.5,0.0,0,2.6,184,4.3,74,63,698,120,1.1,0.11
17,0300026,,0.3,0.1,0.0,0.1,0.0,0,0.9,27,0.7,21,40,317,3,0.3,0.05
18,0300027,"Tnuhy,uhu8",0.3,0.1,Tr,0.2,0.0,0,1.0,29,0.8,22,28,345,3,0.3,0.05
19,0300028,,0.3,0.1,0.1,0.2,0.0,0,0.7,9,0.4,9,28,240,10,0.1,0.03
20,0400001,"Inh,quuy, pupu",0.4,0.1,0.0,0.1,0.0,0,0.8,48,1.1,17,39,246,2,0.3,0.04
21,0400002,"Inph, quury, bihud",0.4,0.1,0.0,0.1,0.0,0,0.8,51,1.2,18,41,246,2,0.3,0.04
22,0400003,"Inph, quury, bihud",1.8,0.2,0.2,0.7,0.0,0,2.5,45,7.0,100,411,813,6,3.9,0.59
23,0400004,"Nuu,thud",0.7,0.1,0.1,0.4,0.0,0,1.1,19,2.9,42,172,340,3,1.6,0.11
24,0400005,,0.9,0.2,0.1,0.4,0.0,0,0.8,25,2.0,32,123,291,3,1.0,0.11
25,0400006,,1.0,0.2,0.1,0.5,0.0,0,1.2,28,2.3,36,138,327,3,1.2,0.13
26,0400007,un/apniu,0.4,0.1,0.1,0.2,,0,0.7,14,1.3,36,99,362,2,1.0,0.18
27,0400008,apniu,0.3,0.0,0.0,0.1,,0,0.8,24,1.6,29,90,168,323,0.9,0.14
28,05 Zuutuniupuup u quuushuup-Herbs and spices,"nthuu,pupu",,,,,,,,,,,,,,,0.29
29,0500001,"nthuu,pupu",0.6,0.0,0.1,0.4,,0,1.6,154,3.2,81,69,462,4,0.9,0.29
30,0500002,"Nthuu, ynpugpud",4.0,0.2,0.5,2.2,,0,14.3,2113,42.0,422,490,3433,34,5.8,1.37
31,0500003,"Zuttu, pupu",0.5,0.0,0.2,0.0,0.0,0,1.5,67,1.8,26,48,521,46,0.5,0.23
32,0500004,"Uuuhp, pupu",1.1,0.1,0.0,0.6,0.0,0,2.5,190,5.5,28,52,260,27,1.8,0.22
33,0500005,"Tun&, pupu",0.7,0.2,Tr,0.4,,0,1.2,210,9.5,,75,260,15,,
34,0500006,"Uununuunu, npugnud",5.5,0.8,0.4,4.1,0.0,0,11.4,1140,22.0,400,436,2683,452,5.4,0.78
35,0500007,"Uununuunu, pupu",1.2,0.1,0.0,0.7,0.0,0,2.1,193,5.7,26,68,701,49,0.6,0.06
36,06 Upqun l nnwughg wunpuuunjw8 niutunuup -Fruits and their products,06 Upqun l nnwughg wunpuuunjw8 niutunuup -Fruits and their products,,,,,,,,,,,,,,,
37,0600001,,0.2,Tr,Tr,0.1,0.0,0.0,0.3,5,0.1,5,13,109,2,0.1,0.03
38,0600002,"Ohquu, pupu",0.3,0.0,0.2,0.1,,0.0,0.8,14,0.5,10,22,275,1,0.2,0.08
39,0600003,"Fulma, pupu",0.3,0.1,Tr,0.1,0.0,0.0,0.8,5,0.3,30,26,370,1,0.2,0.10
40,0600004,"Fulma, pupu",0.3,0.1,Tr,0.1,0.0,0.0,0.4,14,0.3,1,20,181,,0.1,0.14
