,0,1,2,3,4,5
0,Food code,Letter,Food,,Carotene,Vitamin C
1,number,code,,,ug/100g,mg/100g
2,4192,HJ,Jambo sauce,,1100-7300,
3,4207,HY,Kucha sauce,,200-2500,
4,4043,BQ,"Chilli pepper,dried","Chilli pepper,dried",120-1200,2-50
5,4033,BG,Tomatoes,,200-1000,
6,4323,MK,"Mangoes, unripe","Mangoes, unripe",30-80,
7,4314,MB,"Mangoes,ripe",,1500-3400,10-180
8,4561,vo,Oranges,,,35-80
9,4550,VD,Baobab fruit,,,302-445
10,4554,VH,Palm oil,,56700-71800,
11,,From Villard& Batesll,From Villard& Batesll,Plattl5,,
