,0,1
0,RefID,Bibliography
1,THAI/2016,"Kunchit Judprasong,Prapasri Puwastien,Anadi Nitithamyong, Piyanut Sridonpai"
2,,"Amnat Somjai.Institute of Nutrition,Mahidol University(2015).Thai Food"
3,,"Composition Database,Online version 1,January 2016,Thailand."
4,,http://www.inmu.mahidol.ac.th/thaifcd
5,AUSNUT/2011-2013,"Australian Food,Supplement and Nutrient Database (AUSNUT)2011-2013"
6,,Retrieved from:
7,,http://www.foodstandards.gov.au/science/monitoringnutrients/ausnut/pages/defa
8,,ult.aspx
9,DTU/2015,"Fodevaredatabanken,2015.Retrieved from http://frida.fooddata.dk."
10,SR28,"U.S. Department of Agriculture, (2015).USDA National Nutrient Database for"
11,,"Standard Reference,Release 28.U.S.Department for Agriculture,Agricultural"
12,,"Research Service,Nutrient Data Laboratory.Retrieved from"
13,,http://ndb.nal.usda.gov/.
14,McW/2015,Public Health England(2015) McCance and Widdowson's The
15,,Composition of Foods Integrated Dataset(CoFID2015.Prepared by
16,,"Finglas P.,Roe M.,Pinchen H.,Berry R.,Church S.,Dodhia S.,Powell N."
17,,"Farron-Wilson M.,McCardle J.,& Swan G,Institute of Food Research."
18,,"Public Health England,London.Retrieved from"
19,,https://www.gov.uk/government/publications/composition-of-foods
20,,integrated-dataset-cofid.Open Government Licence
21,,https://www.nationalarchives.gov.uk/doc/open-government-
22,,licence/version/2/.
