,0,1,2
0,,upnn,htnuiqnuuwu tnuuuiqn
1,2nip,Uuntguuup ynpugnil,
2,,Hulniuujhu ynpugniu 700 C-niu,Hulniuujhu ynpugniu 700 C-niu
3,,Onujhu >npugniu 1000 C-niu*,Onujhu >npugniu 1000 C-niu*
4,Uqnu,AOAC bnuuul 968.06 (2004),AOAC bnuuul 968.06 (2004)
5,,Tniuuuh ujpuuu lnuuul 990.03,Tniuuuh ujpuuu lnuuul 990.03
6,,"ulnuh 991.20 (AOAC, 2003)*","ulnuh 991.20 (AOAC, 2003)*"
7,,lpulp U]uuhnn,Equu et al.1981
8,,,Equu et al.1981)
9,,nq-4nuuihup,Equu et al.1981
10,,qujpniFuuunnnu h$125(1988),qujpniFuuunnnu h$125(1988)
11,,"4puuhnughnu lnuuul, ulpunjui uquudpujhu Lnuuul,npniu","4puuhnughnu lnuuul, ulpunjui uquudpujhu Lnuuul,npniu"
12,,oquuqnpdqniu t pinpn$npun u uupuunih juunp qnidnupp quu,oquuqnpdqniu t pinpn$npun u uupuunih juunp qnidnupp quu
13,,ppnihhnnnihqn,
14,"&upuuppniutp,","Uuphi upupuuph 4ZP(IUPAC,1976)*","Uuphi upupuuph 4ZP(IUPAC,1976)*"
15,,"IUPAC,1979)",
16,Spuuu Mupuuppniulp,4ZP (AOAC 994.10),
17,funjtuntphu,Uunuunupn pnpuuu tinuuul,Uunuunupn pnpuuu tinuuul
18,Uiunhny,Tu2unnuuluu lnuuul 985.25,Tu2unnuuluu lnuuul 985.25
19,,AOAC bnuuul 991.43. (2003),AOAC bnuuul 991.43. (2003)
20,,Luqihuun et al.(1994),
21,Uuopquuuluu,,
22,Luinphniu,Euhuhnu uutnnuuhuquu lnuluq(Moxon1983,Euhuhnu uutnnuuhuquu lnuluq(Moxon1983
23,,UUU (AOAC 985.35) *,
24,,Fngujhu qniuusuihuluu lnuuul,Fngujhu qniuusuihuluu lnuuul
25,,bSMOEU (AOAC 984.27),bSMOEU (AOAC 984.27)
26,Huihniu,Huhunnu uullnpusuhuluu lnuuul,Huhunnu uullnpusuhuluu lnuuul
27,,UUU (AOAC 985.35) *,
28,,Pngujhu qniuusuhuluu lnuuul,Pngujhu qniuusuhuluu lnuuul
29,,hSMOEU (AOAC 984.27),hSMOEU (AOAC 984.27)
30,Huighniu,UUU (AOAC 985.35) *,
31,,Shnpusuinuluu lnuuul,Shnpusuinuluu lnuuul
32,,huTOEU (AOAC 984.27),huTOEU (AOAC 984.27)
33,Uuqutqhniu,UUU (AOAC 985.35)*,
34,,Iniuusuhuluu lnuuul*,Iniuusuhuluu lnuuul*
35,,huNOEU (UOU8 984.27),huNOEU (UOU8 984.27)
36,,Euhuhnu uullunpu>uhuluu lnuuul(Moxon 1983,Euhuhnu uullunpu>uhuluu lnuuul(Moxon 1983
37,Tinhu&,Aniuusuhuluu tnuuul*,Aniuusuhuluu tnuuul*
38,,UUU (AOAC 985.35),
39,,hSMOLU(AOAC 984.27),hSMOLU(AOAC 984.27)
