,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,Ununshwqtgw,Tnjhshuqtgug,Spuiuu,IUnrtu,2np,,,,,,,,
1,hunkpu,Uuunuphpph huaphu wuuuntup,,1-,utp,,utp,utphu,uuugnpn,Ca,Fe,Mg,P,K,(uq),(uq),Cu
2,,,(q,uup,(q),(q),(q),(uq),(q),(uq),(uq),(uq),(uq),(uq),(uq),(uq),(uq)
3,,,(q,(q),(q),(q),(q),,,,,,,,,,
4,1001 Uhu l pnsuwuhu - Meat and poultry,1001 Uhu l pnsuwuhu - Meat and poultry,,,,,,,,,,,,,,,
5,1001001,"Sutuph$hiu,jninuqpyuud,hnit",8.3,3.2,3.3,0.5,0.2,59,1.4,5,2.6,23,205,345,58,3.3,0.07
6,1001002,"Sutuph$hiu, jninuqplyud,fuunud",24.9,10.8,11.4,0.6,0.3,95,2.3,7,4.2,36,331,556,94,5.2,0.05
7,1001003,"Suyuph uhu,ynnnulph,hntu",24.9,10.8,11.4,1.0,0.8,67,1.2,5,1.6,18,170,270,61,3.4,0.05
8,1001004,(glinngniu),31.0,13.4,14.2,1.2,1.0,101,1.9,7,2.3,27,258,409,92,5.1,0.07
9,1001005,Suquph yupn hniu,3.6,1.2,0.5,0.6,,381,1.3,5,4.9,18,387,313,69,4.0,9.76
10,1001006,"Suquph yupn, nuyulud",4.7,1.5,0.7,0.6,,381,1.6,6,6.2,22,146,351,77,5.2,14.59
11,1001007,"Suyuph uhu, unugud, hniu",20.7,9.1,9.7,0.5,0.7,68,0.8,17,1.7,16,146,239,74,3.9,0.05
12,1001008,"Suquph uhu, unugud,fuu2ud",23.0,10.0,10.7,0.6,0.7,95,1.1,23,2.4,23,203,332,102,5.4,0.07
13,1001009,"Suquph uhu, jninp htnug ud, hniu",29.0,13.3,13.1,1.0,1.3,65,0.8,5,1.7,16,140,245,45,2.6,0.03
14,1001010,"Zuyh pnin, hniu, uhu h qu2h",12.1,3.4,4.9,2.7,,83,0.9,10,1.0,21,149,198,79,1.8,0.06
15,1001011,"Zuqh pnin, hniu, uhu h qu2h",14.3,4.0,5.8,3.1,,119,1.2,14,1.4,30,213,283,113,2.5,0.08
16,1001012,"Zuq, hniu, uhu",2.1,0.6,1.0,0.4,Tr,90,1.7,9,1.0,37,229,543,77,1.2,0.04
17,1001013,"Zuq,uhu,furnud",3.0,0.9,1.4,0.6,Tr,129,1.7,9,1.0,37,229,543,110,1.7,0.04
18,1001014,"Zuq, Junpnqud (hinngniu), uhu",7.5,2.9,5.1,2.2,0.1,120,1.7,17,0.8,23,200,380,100,2.2,0.08
19,1001015,"Pjupup, uhuju uuhg",31.4,15.3,12.0,1.4,2.4,94,2.6,23,2.1,25,210,350,860,4.0,0.11
20,1001016,"Nyfuuph uhu,jninp htinugyud,hniu",51.6,26.3,19.5,2.3,4.8,92,0.7,9,0.7,9,86,140,36,0.9,0.03
21,1001017,"nyupuhu,jninptinugyud,uihud",56.3,28.4,21.6,2.4,5.3,100,1.4,11,1.1,18,160,260,72,1.5,0.05
22,1001018,"Nyuuph uhu,phy jninnun,thud",8.0,3.5,3.1,0.5,0.6,74,0.9,12,1.4,22,190,330,70,3.3,0.08
23,1001019,"nyjuuph uhu, ph jninnn,fuuzud",8.5,3.7,3.3,0.5,0.6,109,1.3,18,0.7,32,279,485,103,4.9,0.12
24,1001020,"funqh uqnpuuuu,ph jninnin,hnu",18.6,6.6,7.9,2.5,0.1,65,0.9,6,0.7,20,178,305,63,2.8,0.06
25,1001021,"junpnqud (unngniu), phjninnun",20.5,7.3,8.7,2.7,0.1,100,1.4,9,1.0,30,273,469.,97,4.2,0.09
26,1001022,"funqh uhu, phy jninnun, hniu",4.0,1.4,1.5,0.7,Tr,63,1.0,7,0.7,24,190,380,63,2.1,0.05
27,1001023,"funqh uhu, jninp htnug ud,hniu",56.4,1.4,1.5,0.7,Tr,63,0.8,9,0.4,9,91,160,47,0.6,0.04
28,1001024,"funqh uhu,pninnun,juu2ud",17.6,17.9,21.5,2.0,Tr,98,1.2,10,0.6,14,115,200,69,0.9,0.05
29,1001025,"Junqh uhu, uniuh, hnuuf",20.4,6.5,7.5,2.0,0.1,65,0.8,6,0.6,14,115,200,60,3.6,0.16
30,1001026,"funqh uhu, untgh,qpht",20.4,7.5,8.6,1.6,0.1,105,1.3,10,1.0,23,185,323,97,5.8,0.16
31,1001027,"funqh uhu, phulh$hit, hniu",14.9,5.3,6.5,1.6,0.1,41,0.9,11,0.9,20,186,314,71,3.2,0.09
32,1001028,"Junqh uhu, phulh $hit,",19.7,7.0,8.6,2.2,0.1,65,1.5,18,1.5,31,299,506,114,5.1,0.15
