,0,1,2
0,,Foods - names in English,Les alimentations
1,A1,Cereal and Cereal products,les cereals et leur produits
2,1,Biscuit,Le biscuit
3,2,Bread roll,Le pain rond
4,3,"Bread, white",Le pain blanc
5,6,Cake,le gateau
6,7,Cookie,le cookie
7,8,Donut,le beignet
8,9,"Infant cereal, Cerelac","le cereal de bebe,Cerelac"
9,33,Macaroni or spaghetti,le macaroni ou le spagetti
10,10,"Maize,cracked, cooked",le mals cuit
11,11,"Maize,dried,raw",le mals sec cru
12,12,"Maize flour, dry","la farine de mals,sec"
13,13,"Maize green, cooked","le mals vert,cuit"
14,14,"Maize,on the cob, immature",I'epi de mals
15,15,"Maize,yellow, flour",la farine de mals jaune
16,16,"Millet, bulrush",le millet bulrush
17,17,"Millet, finger, grain or flour",l'epi ou la farine de millet
18,34,Mixed porridge flour (maize and oil),le porridge avec farine de mals et de l'huile
19,19,Mixed porridge flour (no maize),le porridge de farine avec le mals
20,18,Mixed porridge flour (maize),le porridge de farine sans mals
21,20,"Porridge, fermented",le porridge fermente
22,22,"Rice, flour, local",le riz local les grains ou la farine
23,21,"Rice,fried and boiled",le riz frite et bouille
24,23,"Rice, white, grain, raw",le riz cru
25,35,Semolina,la semoule
26,24,Sorghum,le sorgho
27,26,"Sorghum, flour",la farine de sorgho
28,27,"Vermicelli, uncooked",les vermicelles non cuit
29,28,"Wheat, dough, deep fried",la farine du ble 72% extrait
30,29,"Wheat flour, whole grain","Ia pate du ble,frit"
31,30,Wheat flour.72%extract,la farine du ble
32,31,"Wheat, flour, maida",la farine
33,A2,Cereal-based local dishes,les Cereals
34,534,Cake (home made,le gateau fait a la maison
35,513,Chapati (dry),les galettes seches
36,512,Chapati with oil,les galettes avec de l'huile
37,532,Donut-African,le beignet africain
38,525,Maize and kidney bean dish,le plat de mals et de haricots
