,0,1,2,3
0,to,Bui,Baobab fruit,1
1,oso,Nyebeh,"Black-eyed beans, cow-peas or any other beans",
2,so dajiwo,Nyehi nyebeh,A thin sauce made from beans,
3,oupa kanja,Soupa kanja,"A sauce containing okra, kerenkerengo leaves, palm oil and fish",
4,inkungo,Sisob,"Custard apple, sour sop or sweet sop",1
5,iss tulo,Chuwi dewlin,Oil stew,
6,abasse,Nguka,"A fish, cassava fish",see p
7,"allo, talo",Dittah,"A kind of fruit, tallow",1
8,amba,Neew,Gingerbread plum,
9,ambajango,Tambajang,"A fish, red mullet, goatfish",see p
10,"arorow, taro",,Moonfish,see p
11,eng Tulo,Dewtirr,Palm oil,1
12,engo,Tirr,Oil palm,1
13,a dajiwo,,Thin groundnut sauce,
14,a durango,Maffeh gerteh,A thick sauce made from roast groundnuts. It often contains fish or vegetables,
15,akere churo,Churrah gerteh,A thick porridge made from pounded rice and raw groundnuts,
16,anding kolon,Tia kolon,Bambara groundnuts,1
17,0,Guerteh,"Groundnut, peanut",
18,omato,Tamateh,Tomato paste,
19,omborongo,Saedaim,"Jujube, a fruit",
20,ibab duto,Mango,Mango,1
21,ibanyo,Mboha,Maize (corn),
22,ibanyo futo,Cherreh mboha,"Steamed maize, to a dry consistency",
23,ibanyo mono,Ruiyi mboha,Thin gruel made from maize,
24,ibanyo nyelengo,Nyelengi mboha,Steamed maize,
25,ilingo,Netetu,Fermented locust bean seeds,
26,angkango,Seda,A fish. barracouda,see p
