,0,1,2,3,4,5,6
0,,,228,22222,22822,22822,2225
1,,,,8666,16188,16188,886
2,,ctn,228,2222222822,,,7225
3,,,161,1.111,,,11188181E
4,,,7,6I77611672,,,2861
5,,3,222,22222228227225,,,22222228227225
6,,,222,22222228227225,,,22222228227225
7,,otoer,222,2221122221222,,,2221122221222
8,,,222,22222222222222,,,22222222222222
9,,nor,222,22222222222222,,,22222222222222
10,en,,178,8177575677,,,7755
11,?,,I78,8I77575O77755,,,8I77575O77755
12,P,,222,22222225222222,,,22222225222222
13,,,222,22222,22822,22822,8222
14,,,222,22222,22522,22522,2222
15,,,,83,96,96,02
