,0,1,2,3,4,5,6,7,8
0,,,,"min-max, g/kg",,,,,
1,Type of tea,Country,Samples,BaA,CHR,BbF,BaP,EPAH4,References
2,Green Tea,Argentina,14,0.774.4,29.6,0.1566.6,0.461.3,8.0355.9,Garcia Londono et al.(2015)
3,,Austria,1,15.7,-,25.3,3.1,73.7,Schlemitz and Pfannhauser (1997)
4,,China,2,16.323.5,24.947.6,,7.49.7,59.4101.2,Fiedler et al.2002
5,,China,4,-,-,10.820.4,Nd-23.0,,Li et al.2011
6,,Czech Republic,18,0.728.3,2.942.4,0.723.9,0.217.9,4.5102.3,Drabova et al.(2012
7,,Germany,11,1.840.4,6.761.5,2.233.4,1.632.6,12.3167.9,Ziegenhals et al. (2008)
8,,Spain,17,-,,-,10.2430.4,-,Fontcuberta et al. (2006)
9,,Brazil,1,4.2,15.9,-,,20.1,Kamangar et al.(2008)
10,,Nigeria,11,2.049.31,0.8326.02,0.4214.36,1.12-15.9,1.2844.57,This study
11,Black Tea,Argentina,27,0.262.8,2.5-109.1,0.167.6,0.292.5,4.1332.0,Garcia Londono et al. (2015
12,,Austria,4,0.731.9,2.0-45.4,1.922.0,0.45.9,5.01.3.7,Schlemitz and Pfannhauser (1997)
13,,China,1,-,-,-,9.4,,Li et al.(2011)
14,,China,1,175.0,241.0,37.6,39.7,811.6,Lin et al.2005
15,,Czech Republic,18,1.4196.1,3.9229.0,0.9123.2,0.2151.7,7.4699.4,Drabova et al.(2012
16,,Germany,11,1.313.1,3.418.1,1.58.1,0.814.1,9.0-44.6,Ziegenhals et al.2008)
17,,Japan,4,4.3-44.5,5.5-51.7,5.235.7,5.373.2,21.9205.1,Ishizaki et al. (2010)
18,,India,1,,,210.4,1574.1,3569.0,This study
19,,Nigeria,4,0.822.11,0.893.65,,2.046.22,4.3411.2,This study
20,Herbal Tea,Nigeria,8,0-10.22,0-20.21,01.97,0.7628.35,0.7634.8,This study
