,0,1,2,3,4,5,6,7,8,9,10,11
0,Items,Latitude,Longitude,Altitude,Precipitation,Relative,Average,Temperature,Accumulated temperature>,Accumulated temperature,Frost days,Insolation
1,,,,,,humidity,temperature,range,18.3,0C,,
2,PA content,0.122,0.131,0.431*,0.165,0.065,-0.135,0.004,-0.054,0.120,0.136,0.220
3,PLA content,0.160,-0.461*,0.208,0.050,0.085,0.511*,0.004,0.585**,0.067,0.284,0.216
4,SA content,0.135,0.356,0.225,0.050,0.085,-0.048,0.015,0.040,0.084,0.115,0.190
5,OA content,0.479*,0.141,0.065,0.347,-0.368,0.498*,0.306,0.342,0.378,0.534**,0.511*
6,LA content,0.029,0.186,-0.468*,0.135,0.007,0.094,-0.141,0.169,-0.162,0.009,0.152
7,ALA content,0.062,0.128,0.156,0.170,0.126,-0.139,0.156,-0.140,0.080,0.108,0.252
8,OFA content,0.030,-0.034,0.054,-0.102,-0.022,-0.156,0.130,-0.164,0.012,0.092,0.182
9,SFA content,0.140,0.204,-0.424*,0.151,0.033,-0.135,-0.162,0.043,-0.080,0.150,0.246
10,UFA content,0.381,0.161,-0.210,0.225,-0.280,0.362,0.186,0.217,0.234,0.413*,0.455*
11,MUFA content,0.475*,0.125,0.060,-0.347,0.361,0.505*,0.301,0.353,0.373,0.533**,0.510*
12,PUFA content,0.032,0.178,-0.456*,0.126,0.001,0.086,0.132,0.161,0.156,-0.004,0.163
13,TFAC,0.326,0.180,0.280,0.125,0.201,0.310,0.093,-0.175,0.152,0.353,0.412*
14,PA percentage,-0.338,0.069,0.273,0.493*,0.449*,0.293,-0.501*,0.203,-0.468*,-0.363,0.318
15,PLA percentage,0.056,0.614**,0.437*,0.161,0.126,-0.313,0.026,-0.495*,0.044,0.044,0.069
16,SA percentage,0.024,0.390,0.135,0.160,0.008,0.147,0.043,0.190,0.031,0.069,0.003
17,OA percentage,0.565**,0.032,0.321,-0.591**,-0.513*,-0.628**,0.549**,0.492*,0.612**,0.642**,0.474*
18,LA percentage,0.457*,0.004,0.299,0.410*,0.329,0.598**,0.371,0.508*,0.471*,-0.545**,0.369
19,ALA percentage,-0.251,0.205,0.367,0.045,0.073,0.158,0.066,0.027,-0.086,0.234,-0.137
20,OFA percentage,0.270,0.205,0.297,0.004,0.153,0.145,0.044,0.007,-0.134,0.244,0.395
21,SFA percentage,0.438*,0.060,0.328,0.639**,0.543**,0.420*,0.591**,0.314,0.544**,-0.483*,0.395
22,UFA percentage,0.438*,0.060,0.328,-0.639**,-0.543**,-0.420*,0.591**,-0.314,0.544**,0.483*,0.395
23,MUFA,0.552**,0.009,0.349,-0.596**,-0.499*,-0.639**,0.545**,-0.516**,0.602**,0.635**,0.462*
24,percentage,,,,,,,,,,,
25,PUFA,-0.473*,0.027,0.266,0.402,0.332,0.604**,0.363,0.504*,0.473*,0.559**,0.377
26,percentage,,,,,,,,,,,
27,Oil content,0.560**,0.259,-0.059,-0.514*,0.587**,0.335,0.585**,-0.087,0.490*,0.551**,0.453*
