,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Matrix,N,,Mean,,SD,,SE,,Mean difference (Semi,SE of,CI (90%) for,Tightest data-induced,Tightest data-induced
1,,,,,,,,,,auto-Manu,difference,difference,limit,
2,,Semi-,Manu,Semi-,Manu,Semi-,Manu,Semi-,Manu,,,,OTDI,%2
3,,auto,,auto,,auto,,auto,,,,,,
4,Wheat flour,,,,,,,,,,,,,
5,Total DF,6,20,5.87,5.56,0.617,0.654,0.252,0.146,0.310,0.301,"-0.205,0.825",0.83,15
6,IDF,,,1.98,2.47,0.399,0.328,0.163,0.0734,0.492,0.160,"-0.766,-0.217",0.77,311
7,SDFP,,,1.73,1.88,0.384,0.415,0.157,0.0929,-0.149,0.190,"-0.475,0.177",0.48,25
8,SDFS,,,2.16,1.21,0.229,0.402,0.0934,0.0898,0.946,0.173,"(0.649, 1.24)",1.24,1031
9,Edible boletus,,,,,,,,,,,,,
10,Total DF,5,3,25.2,23.5,1.53,1.29,0.682,0.742,1.72,1.06,"-0.337,3.78",3.78,16
11,IDF,,,17.7,18.8,2.55,2.08,1.14,1.20,-1.04,1.75,"-4.45,2.37",4.45,24
12,SDFP,,,6.61,3.83,1.14,0.83,0.511,0.478,2.77,0.766,"1.28,4.26",4.26,111
13,SDFS,,,0.866,0.880,0.0882,0.0173,0.0395,0.0100,-0.0140,0.0531,"-0.117,0.0890",0.12,13
14,Strawberry,,,,,,,,,,,,,
15,Total DF,6,3,20.9,23.3,3.96,1.98,1.62,1.14,2.38,2.48,"-7.09,2.32",7.09,30
16,IDF,,,16.6,20.6,4.14,2.27,1.69,1.31,4.02,2.62,-8.980.932,8.98,44
17,SDFP,,,3.43,2.36,2.22,0.45,0.91,0.26,1.07,1.34,"-1.47,3.61",3.61,153
18,SDFS,,,0.873,0.300,0.456,0.125,0.186,0.0721,0.573,0.277,"0.0490,1.10)",1.10,366
19,Tomato,,,,,,,,,,,,,
20,Total DF,6,20,21.0,21.7,1.52,2.17,0.622,0.485,0.671,0.955,"-2.30,0.963",2.30,11
21,IDF,,,18.5,18.6,1.02,2.09,0.415,0.468,-0.133,0.893,"-1.66,1.37",1.66,9
22,SDFP,,,1.97,2.91,0.680,0.548,0.278,0.123,-0.945,0.269,-2.17-0.681,2.17,481
23,SDFS,,,0.543,0.132,0.100,0.247,0.0408,0.0553,0.412,0.105,"0.233,0.591)",0.59,4491
24,Green pea,,,,,,,,,,,,,
25,Total DF,6,3,30.1,30.7,1.20,2.43,0.49,1.40,0.643,1.16,"-2.85,1.56",2.85,9
26,IDF,,,27.4,26.4,0.684,2.51,0.279,1.45,0.945,1.03,"-1.01,2.90",2.90,11
27,SDFP,,,2.27,3.69,0.649,0.142,0.265,0.0818,-1.42,0.392,-2.17-0.681,2.17,591
28,SDFS,,,0.417,0.580,0.117,0.061,0.0478,0.0351,-0.163,0.0737,"-0.303,",0.30,52
29,,,,,,,,,,,,-0.0240,,
30,Horseradish,,,,,,,,,,,,,
31,Total DF,7,3,23.8,25.8,1.01,0.120,0.381,0.0693,2.07,0.604,"-3.19,-0.946",3.19,121
32,IDF,,,22.5,22.6,0.852,0.170,0.322,0.0984,0.0695,0.512,"-1.02,0.883",1.02,5
33,SDFP,,,0.620,2.71,0.477,0.0737,0.180,0.0426,2.09,0.286,"-2.62,-1.55",2.62,971
34,SDFS,,,0.611,0.530,0.100,0.0265,0.0380,0.0153,0.0814,0.0607,"-0.0310,0.194",0.19,37
