,0,1,2,3,4
0,Mycotoxins,Number,Average,Minimum,Maximum
1,,(proportion)of,concentration of,g kg-1),(gkg1
2,,positive,positive samples,,
3,,samples (%),(g kg-1,,
4,AB1,22 (45),12.3,1.1,32.1
5,AB2,24 (49),8.0,1.4,21.3
6,AG1,1224),12.6,2.4,44.5
7,AG2,12 (24),6.5,1.2,15.7
8,OTA,18 (37,12.8,2.3,27.8
9,T-2,1531,6.8,2.3,13.8
10,HT-2,11(22),6.2,1.4,27.7
11,FB1,13 (27),35.9,11.3,75.6
12,FB2,13 (27),28.1,9.4,48.9
13,FB3,13 (27),24.1,6.9,61.2
14,NIV,9 (18),11.3,2.6,27.3
15,DON,11 (22),46.5,24.3,74.2
16,15-ADON,8 (16,23.2,11.1,54.3
17,3-ADON,10(20,25.6,9.1,43.2
18,DAS,7 (14),16.9,9.1,32.8
19,NEO,5(10,8.2,1.2,18.8
20,FUS,2(4),15.3,9.8,20.8
21,ZEA,14 (29),23.7,11.2,66.8
