,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Element,Types,Extra virgin olive oil,,,,,,,,,,,,,
1,,Location,Spain,Spain,,Portugal,,California,California,California,California,Australia,Tunisia,Unknown,Unknown,Unknown
2,,,,,,,,,,,,,(Africa),,,
3,,Sample no.,04EVO,11EVO,,05EVO,,03EVO,,13EVO,13EVO,10EVO,06EVO,07EVO,14EVO,25EVO
4,,Grade,,,,,,,,Cold,,,,,,
5,,,,,,,,,,pressed,pressed,,,,,
6,,Detection,(mg/kg),(mg/kg),,(mg/kg),,(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
7,,(mg/kg),,,,,,,,,,,,,,
8,Cr,0.0001,0.0101,0.0081,,0.0033,,0.0018,,0.0014,0.0014,0.0023,0.0021,0.0024,0.0025,0.0024
9,Fe,0.0007,0.164,0.173,,0.0993,,0.027,,BDL,0.0237,0.037,0.035,BDL,0.0533,0.0454
10,Co,0.00007,0.00019,0.00062,,0.00019,,BDL,,BDL,,0.00018,0.00008,BDL,0.00016,0.00007
11,Ni,0.001,0.007,0.006,,0.003,,BDL,,BDL,,BDL,BDL,BDL,0.003,BDL
12,Cu,0.0001,0.0047,0.0063,,0.0062,,0.0033,,0.0064,0.0064,0.0033,0.0036,0.0031,0.0057,0.0046
13,Zn,0.0001,0.208,0.158,,0.104,,0.0476,,0.0512,0.0512,0.0401,0.03,0.0385,0.0798,0.0347
14,Rb,0.0001,BDL,BDL,,BDL,,BDL,,BDL,,BDL,BDL,BDL,BDL,BDL
15,ST,0.0001,0.0093,0.0358,,0.019,,0.0028,,0.003,,0.0034,0.0041,0.0038,0.0053,0.0028
16,Y,0.00006,0.0001,0.00059,,0.00033,,BDL,,BDL,,0.00005,BDL,0.00006,0.00009,BDL
17,Mo,0.007,0.0022,0.002,,0.0009,,BDL,,BDL,,BDL,BDL,BDL,BDL,BDL
18,Ba,0.007,BDL,0.012,,0.009,,BDL,,BDL,,BDL.,BDL,BDL,BDL,BDL
19,Hg,0.0001,BDL,0.00151,,BDL,,BDL,,BDL,,BDL.,BDL,BDL,BDL,BDL
20,Pb,0.000007,0.00103,0.00151,,0.00156,,0.000567,0.000567,0.000319,0.000319,0.00057,0.00274,0.000574,0.000792,0.000479
21,U,0.000007,0.000084,0.000077,0.000077,0.000263,0.000263,0.000017,0.000017,0.000014,0.000014,0.000013,0.000161,0.000103,0.000065,BDL
22,S,0.04,0.93,0.74,,0.94,,0.98,,0.52,,0.92,0.63,0.75,0.76,0.88
23,B,0.07,0.78,0.99,,1.06,,0.62,,0.68,,0.99,0.82,0.8,0.95,1.05
24,P,0.007,0.107,0.146,,0.28,,0.099,,0.16,,0.112,0.17,0.213,0.089,0.053
25,Si,0.01,0.09,0.11,,0.11,,0.12,,0.16,,0.09,0.18,0.11,0.15,0.12
26,Ti,0.0007,0.0261,0.0236,,0.019,,0.0176,,BDL,0.0189,0.0131,0.0171,0.0145,0.016,0.0154
27,As,0.0006,0.0645,0.0855,,0.0494,,0.0491,,BDL,,0.155,0.0325,0.0053,0.00009,0.0244
28,Sc,0.00008,0.00017,0.00033,,0.00019,,BDL,,BDL,,0.00017,BDL,BDL,0.00009,BDL
29,Element,Types,Extra virgin olive oil,,Olive oil,,,,,,,Sesame oil,,Sunflower oil,,Walnut oil
30,,Location,Unknown,,Sicily,,Italy,Italy,Italy,,Italy,Unknown,Japan,"Ontario,",Unknown,Unknown
31,,,,,,,,,,,,location,,Canada,,
32,,Sample no.,29EVO,,010L:,,170L,220L,220L,,24PO,15SE,21SE,23SU,33SU,16WA
33,,Grade,Cold,,Unfiltered,,,,,,,,,,,
34,,,pressed,,,,,,,,,,,,,
35,,limit,(mg/kg),,(mg/kg),,(mg/kg),,(mg/kg),,(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
36,,(mg/kg),,,,,,,,,,,,,,
37,Ca,0.7,BDL,,BDL,,BDL,BDL,BDL,,BDL,BDL,BDL,BDL,BDL,10.9
38,K,0.1,BDL,,BDL,,BDL,BDL,BDL,,BDL,BDL,BDL,BDL,BDL,BDL
39,Mg,0.2,BDL,,BDL,,BDL,BDL,BDL,,BDL,BDL,BDL,BDL,BDL,BDL
40,Na,0.07,0.67,,0.64,,1.54,0.4,0.4,,0.72,6.62,2.56,1.75,0.72,8.46
41,Mn,0.3,BDL,,BDL,,BDL,,BDL,,BDL,BDL,BDL,BDL,BDL,BDL
42,Al,0.007,0.115,,0.508,,1.02,0.158,0.158,,3.69,0.218,0.157,0.17,1.38,0.251
43,V,0.0001,BDL,,0.0002,,0.0014,,0.0002,,0.0004,0.0014,0.0004,0.0002,0.001,0.007
44,Cr,0.0001,0.0009,,0.0027,,0.003,,0.0022,,0.0017,0.0032,0.003,0.0028,0.0029,0.0156
45,Fe,0.0007,0.0239,,0.0557,,0.245,,0.0467,,0.0336,0.412,0.069,0.0753,0.0911,0.146
46,Co,0.00007,BDL,,0.00022,,0.00011,,0.00007,,0.00013,0.00012,0.00013,0.00007,0.00018,0.00014
47,Ni,0.001,BDL,,0.002,,0.002,,0.003,,BDL,BDL,0.002,BDL,0.002,0.002
48,Cu,0.0001,0.0036,,0.0047,,0.0068,0.0033,0.0033,,0.0278,0.0081,0.0198,0.0043,0.0045,0.0083
