,0,1
0,antinutritional composition of bambara nut (Vigna subterranea L. Verde) flour. Adv. J.,"properties and applications in food and feed.Food Res. Int. 43,414-431."
1,"Food Sci. Technol.3, 224-227.","Boye, J., Wijesinha-Bettoni, R., Burlingame, B., 2012. Protein quality evaluation twen"
2,"ebowale, Y.A., Schwarzenbolz, U., Henle,T., 2011. Protein isolates from bambara",years after the introduction of the protein digestibility corrected amino acid score
3,groundnut (Voandzeia subterranean L.): chemical characterization and functional,"method.Br.J.Nutr.108(Suppl 2,S183-211."
4,"properties.Int.J.Food Prop.14,758-775.","Brink, M., Sibuga, K.P., Tarimo, A.J.P., Ramolemana, G.M., 2000. Quantifying photo"
5,"eleke, O.R., Adiamo, O.Q., Fawale, O.S., Olamiti, G., 2017. Effect of processing",thermal influences on reproductive development in bambara groundnut (Vigna
6,methods on antinutrients and oligosaccharides contents and protein digestibility of,"subterranea): models and their validation. Field Crops Res. 66, 1-14."
7,the flours of two newly developed bambara groundnut cultivars.Int.Food Res. J.24,"Bueckert, R.A., Thavarajah, D., Thavarajah, P., Pritchard, J., 2011. Phytic acid and m"
8,1948-1955.,neral micronutrients in Weld-grown chickpea (Cicer arietinum L.) cultivars from
9,"eleke, O.R., Adiamo, O.Q., Fawale, O.S., 2018. Nutritional, physicochemical, and","western Canada.Eur.Food Res.Technol.233,203-212."
10,functional properties of protein concentrate and isolate of newly-developed Bambara,"Burton, J.W., Miranda, L., 2013. Soybean Improvement: Achievements and Challenge"
11,"groundnut (Vigna subterrenea L.) cultivars. Food Sci. Nutr. 6, 229242.","Calles, T., 2016. In: FAO (Ed.), The International Year of Pulses: What Are They and WI"
12,"eyeye,E.I., Olaleye, A.A., Adesina, A.J.,2015. Lipid composition of Testa dehulled","AreThey Important? FAO,Rome"
13,seed and whole seed of bambara groundnut (Vigna subterranea L.verdc).Curr.Adv,"Campos-Vega, R., Loarca-Pina, G., Oomah, B.D., 2010. Minor components of pulses ar"
14,"Plant Sci. Res.2,1-9.",their potential impact on human health. Food Res. Int. 43.
