,0,1,2,3,4
0,Species,Sample location,Herbarium code,Geographical coordinates,Collection date
1,Borago morisiana Bigazzi et Ricceri,WildItalyOristano:Laconi (Tanca de Cuccuru),HUAL 25965,39.874 N 9.091 E,07/04/2014
2,Borago officinalis L.,"Farmed;Spain,Almeria",-,,
3,Borago officinalis L.,"Wild;Tunisia,Beja:Ouechtata",,36.960N 8.982 E,05/17/2016
4,Borago pygmaea (DC. Chater & Greuter,"WildItalyOgliastra: Gairo (Montarbu di Seui,Girolamo river)",HUAL25608,39.839N 9.455 E,07/04/2014
5,Borago longifolia Poir.,"Wild;Algeria, Skikda: Garaet Sidi Lakhdar",,36.910N 7.191 E,06/08/2016
6,Borago trabutii Maire,"Wild; Morocco,Marrakech-Tensift-Al Hauz (Anfli, Ourika valley)",HUAL 25966,31.201N 7.739 W,06/14/2015
7,Borage oil,Purchased,-,,-
8,Symphytum caucasicum Bieb.,Purchased,,,
9,Echium gentianoides Webb ex Coincy,La Palma island,-,28.755 N 17.884 W,07/09/2017
