,0,1,2,3,4,5,6,7,8,9
0,,Proximate composition,Proximate composition,,,,,,,
1,Mushrooms,Moisture,Protein,,Carbohydrate,Carbohydrate,Fat,,Ash,
2,,%,% DW,% FW,% DW,% FW,% DW,%FW,% DW,% FW
3,Cultivated local mushrooms,Cultivated local mushrooms,,,,,,,,
4,L. edodes,87.6  0.3d,20.8  0.1e,2.57  0.01,32.8,4.07,0.875  0.073d,0.101  0.013,6.84  0.09d,0.850  0.011
5,P. djamor,89.4  0.4b,22.1  0.2d,2.34  0.02,12.1,1.27,0.813  0.081d,0.085  0.008,7.63  0.05b,0.805  0.006
6,L. squarrosulus,88.8  0.2bc,25.7  0.6c,2.72  0.26,13.1,1.47,2.17  0.11b,0.242  0.012,7.20  0.10c,0.804  0.012
7,L.polychrous,87.8  0.3e,18.8  0.5f,2.28  0.06,14.1,1.71,1.65  0.05c,0.200  0.006,4.90  0.158,0.595  0.018
8,S.commune,83.6  0.2e,14.3  0.18,2.35  0.02,12.3,2.02,0.411  0.044e,0.068  0.007,4.79  0.068,0.788  0.010
9,Wild mushrooms,,,,,,,,,
10,R. delica,92.0  0.5a,20.2  0.3e,2.23  0.01,21.1,1.46,6.38  0.26a,0.081  0.004,6.59  0.03d,0.631  0.006
11,L. flavidulus,83.4  0.4e,20.2  0.3e,3.36  0.05,21.1,3.50,6.38  0.26a,1.06  0.04,6.59  0.03d,1.10  0.01
12,A. odoratus,82.1  0.5f,13.1  0.2h,2.34  0.04,2.79,0.500,1.72  0.0gbc,0.307  0.055,5.34  0.29f,0.958  0.051
13,R. rosacea,83.4  0.4e,26.1  0.3c,4.34  0.05,30.9,5.13,0.698  0.006de,0.116  0.001,6.09  0.12e,1.01  0.02
14,P. portentosus,92.3  0.1a,32.8  0.4a,2.54  0.03,26.2,2.03,0.824  0.061d,0.058  0.010,8.71  0.26a,0.656  0.020
15,C.aureus,88.2  0.3cd,14.9  0.38,1.76  0.03,44.3,5.23,0.724  0.020de,0.084  0.002,6.22  0.288,0.734  0.034
