,0,1,2,3,4,5
0,Legumes,TDF g/100 g,NSPa g/100 g,IDF g/100 g,SDF g/100 g,IDF%:SDF%
1,Boiled legumes,,,,,
2,Red kidney beans,11.22 (0.14),6.70,6.96 (0.48),1.46 (0.68),83:17
3,Butter beans,8.42 (0.35),5.20,5.45 (0.55),1.46 (0.68),83:17
4,Yellow chickpeas,9.19 (0.46),4.30,5.45 (0.55),3.74 (0.67),59:41
5,Green beans,3.66 (0.05),4.10,2.65 (0.30),1.00 (0.31),73:27
6,Green peas,5.92 (0.16),5.10,4.57 (0.51),1.35 (0.61),77:23
7,Red lentil,9.23 (0.21),3.80,8.17 (0.03),1.06 (0.23),89:11
8,Green brown lentil,5.24 (0.11),3.80,4.88 (0.26),0.35 (0.14),93:7
9,Mung beans,4.43 (0.07),3.00,3.64 (0.57),0.79 (0.56),82:18
10,Canned legumes,,,,,
11,Red kidney beans,5.49 (0.44),6.20,3.84 (0.73),1.65 (0.36),70:30
12,Butter beans,4.48 (0.14),4.60,3.49 (0.28),0.98 (0.14),78:22
13,Yellow chickpeas,7.41 (0.34),4.10,6.42 (0.15),0.99 (0.23),87:13
14,Green beans,2.72 (0.07),2.60,1.96 (0.36),0.76 (0.30),72:28
15,Green peas,5.96 (0.17),5.10,4.27 (0.22),2.61 (0.43),82:18
16,Baked beans in tomato sauce,5.96 (0.17),4.31,3.34 (0.60),2.61 (0.43),56:44
17,Mean for all legumes,6.33,4.31,4.9,1.43,77:23
