,0,1,2,3,4,5,6
0,Nr,,Intra-day repeatability(n=6/day,Intra-day repeatability(n=6/day,Intra-day repeatability(n=6/day,,Stability
1,Nr,Compound,Day 1,Day 2,,Inter-day repeatability (n =3,
2,1,Unidentified,0.2,0.1,0.5,1.2,0.6
3,2,Protocatechuic acid,0.4,0.1,1.1,1.3,1.4
4,3,3--D-Glucopyranosyl-4-O--D-glucopyranosyliriflophenone,0.2,0.2,0.4,1.8,0.8
5,4,3--D-Glucopyranosyliriflophenone,0.4,0.4,1.1,1.2,1.7
6,5,Eriodictyol-O-(deoxyhexose-O-hexose),1.0,0.4,1.7,1.8,2.8
7,7,Mangiferin,0.6,0.1,0.6,5.7,0.4
8,8,p-Coumaric acid,0.8,0.5,0.3,7.1,0.6
9,9,Eriodictyol-O-(deoxyhexose-O-hexose),1.2,1.9,3.5,3.4,1.9
10,10,Isomangiferin,0.5,0.3,0.6,5.0,0.3
11,11,Vicenin-2,0.5,0.2,0.9,1.3,0.9
12,14,Eriocitrin,3.1,3.9,3.1,4.6,3.6
13,16,Hesperidin,1.2,0.8,1.3,2.4,1.0
14,18,Neoponcirin,0.2,0.3,0.1,5.4,0.3
15,19,Hesperetin,nd,nd,nd,nd,nd
