,0,1,2,3,4
0,Samples,'Haenam','Daeheung','Hayward','Bidan'
1,"Polyph,mg GAE/g",4.00  0.2a,4.86  0.3a,9.60 0.5b,25.9  1.3c
2,"Tannins, mg CE/g",6.56  0.2a,1.20  0.06a,3.12  0. 2b,2.40 0.1b
3,"Ascorbic acid, mg/g",6.56  0.2a,13.6  0.2b,30.4  0.4c,152 2.4d
4,Flavonoidsg CE/g,1628.1c,53.8  2.7a,92.1  4.6b,54.5  2.7a
5,"Flavanols, g CE/g",50925.1c,34717.1b,624  31.1d,266  13.2a
6,ABTS,38.1 1.5b,27.0 1.2a,22.9  0.9a,10911.2c
7,DPPH,16.5 1.8b,9.98  0.8a,8.49  0.4a,102  6.6c
8,FRAP,40.7  2.1c,18.9 0.gb,11.0 0.5a,94.4  4.7d
9,CUPRAC,44.4  2.2b,25.0  1.2a,23.0 1.1a,1215.8c
