,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,No.,Concentration of amino acids (mg/L),Concentration of amino acids (mg/L),Concentration of amino acids (mg/L),Concentration of amino acids (mg/L),,,,,,,,,,,,,
1,,Asp,Ser,Glu,Gly,His,Arg,Thr,Ala,Pro,Tyr,Val,Met,Lys,Ile,Leu,Phe,Total A
2,1,21.3,11.4,17.4,17.5,20.2,32.3,6.3,51.4,241.4,32.2,34.8,5.7,16.1,14.8,25.0,29.1,576.9
3,2,9.9,4.6,16.5,11.4,13.9,15.5,2.9,33.1,166.3,26.2,23.0,3.6,7.3,8.4,16.1,22.0,380.7
4,3,9.1,5.7,18.5,7.5,21.2,17.4,3.6,29.1,125.7,37.9,19.4,3.9,9.0,8.2,13.8,18.4,399.5
5,4,9.7,6.0,12.6,14.7,13.8,16.0,1.5,36.7,200.6,20.4,22.1,2.1,9.9,7.2,9.7,16.5,399.5
6,5,9.2,4.2,19.4,11.5,30.4,27.0,3.0,44.7,223.2,49.5,29.4,4.7,12.8,10.7,19.3,22.9,521.9
7,6,10.0,9.4,32.9,10.6,33.9,27.4,3.2,46.3,203.8,50.6,26.0,3.2,16.0,8.7,13.6,20.2,515.8
8,7,16.2,10.3,17.2,16.0,16.7,28.5,5.0,43.8,189.3,31.8,32.2,6.0,18.5,14.1,26.1,28.8,500.5
9,8,16.7,11.1,17.7,19.1,17.6,22.5,4.7,54.4,232.4,29.0,33.3,3.9,16.4,14.3,21.0,25.7,539.8
10,9,9.6,6.6,13.4,17.3,18.7,46.1,4.4,51.7,234.8,38.7,36.4,6.4,23.0,13.1,24.1,33.0,577.3
11,10,13.6,10.2,24.0,11.2,37.6,24.1,5.8,53.2,198.2,72.8,32.8,4.8,17.0,12.1,22.9,26.8,567.1
12,11,23.3,11.1,25.5,20.4,21.4,25.0,5.8,57.0,250.4,22.9,36.0,5.4,8.6,14.7,24.5,30.1,582.1
13,12,2.4,2.5,3.5,6.7,5.2,3.8,1.8,13.1,133.0,7.2,4.7,1.1,1.8,1.7,2.6,3.0,194.1
14,13,26.4,25.7,18.0,17.6,20.5,35.0,9.7,49.2,187.2,30.6,34.8,6.9,19.9,16.5,29.6,30.4,558.0
15,14,8.9,3.8,11.8,11.9,11.8,17.2,3.0,34.8,158.9,23.0,20.6,2.4,1.9,6.6,10.7,17.0,344.3
16,15,3.1,5.4,4.7,7.2,30.5,7.5,2.7,18.2,177.3,11.4,8.4,1.8,4.8,3.4,5.6,5.4,297.4
17,16,7.9,8.0,24.0,23.5,27.4,32.0,2.8,53.9,246.6,34.4,33.7,4.8,19.7,13.0,21.2,28.9,581.8
18,17,5.7,13.5,18.1,14.5,14.3,84.0,26.0,56.1,155.7,29.5,21.2,10.4,21.7,7.7,10.0,13.1,496.5
19,18,15.5,21.8,6.7,14.0,20.0,92.2,59.2,58.6,138.4,39.9,43.5,10.4,33.7,21.3,41.9,46.4,662.7
20,19,6.6,19.4,3.0,19.8,13.4,80.2,25.5,57.9,143.6,10.1,21.0,4.3,13.9,8.5,11.0,18.7,456.4
21,20,4.8,19.3,3.3,13.0,13.0,71.9,34.8,47.8,131.5,23.1,20.3,4.5,23.4,6.8,8.7,18.0,390.5
22,21,4.0,19.5,2.1,19.2,13.0,66.0,27.9,63.6,95.1,23.1,20.3,5.3,6.5,6.8,15.2,19.6,390.5
23,22,4.1,19.5,2.1,26.3,13.0,82.9,35.7,63.6,156.2,30.8,33.1,4.7,5.9,9.5,15.2,28.2,531.0
24,23,8.2,12.1,2.3,14.2,8.9,15.0,9.7,42.0,80.7,20.6,18.6,3.8,6.0,8.0,14.7,20.4,340.6
25,24,3.9,9.1,1.3,9.6,3.3,15.0,4.7,37.9,80.8,8.6,6.2,2.8,3.3,2.8,4.4,5.9,198.9
26,25,4.3,8.0,2.6,12.9,4.4,35.2,4.1,26.2,86.6,11.7,12.9,3.1,3.3,5.6,14.1,12.9,269.9
27,26,3.7,8.0,2.6,7.8,7.2,35.2,16.5,26.2,62.3,7.6,12.9,3.1,7.7,5.6,10.1,12.9,229.4
28,27,2.1,3.9,0.3,19.4,3.7,11.1,4.1,25.2,54.6,3.9,2.8,1.8,2.4,1.9,5.4,3.1,134.7
29,28,6.3,0.6,0.9,15.7,4.5,7.0,5.0,19.7,52.5,4.7,2.8,2.3,3.7,2.3,5.4,4.2,134.7
30,29,4.9,6.6,4.4,6.2,4.5,20.6,8.5,19.8,41.6,4.8,8.4,2.3,5.3,3.8,7.1,8.3,513.7
31,30,12.4,9.1,12.8,130,12.0,32.4,4.9,35.8,110.0,16.2,29.5,7.5,25.9,15.1,31.8,28.5,513.7
32,31,2.3,2.1,2.5,52.9,5.4,5.7,2.5,11.1,86.1,9.1,5.0,1.2,2.8,1.5,6.7,9.5,196.0
33,32,5.9,3.4,4.9,70.7,7.3,12.6,2.2,18.7,98.4,9.4,20.3,1.7,13.7,4.5,6.7,9.5,274.0
34,33,11.2,8.8,7.8,80.3,9.8,15.9,4.7,22.3,107.0,2.9,20.3,4.4,13.7,9.7,19.7,19.1,357.6
35,34,26.4,18.5,21.1,19.6,22.7,40.3,6.5,21.9,238.1,11.0,39.9,6.2,36.2,18.0,33.0,35.9,652.9
36,35,1.5,3.5,0.6,11.6,2.7,13.9,4.0,21.9,31.8,3.7,2.7,2.1,2.7,1.8,3.0,2.9,121.5
