,0,1,2,3,4,5
0,Date,Niacin (mg/100 g) and % recovery,Niacin (mg/100 g) and % recovery,,,
1,,Rice,Soybean,Dried bread,Barley,Weetbix
2,Initial,0.5,1.4,4.7,5.5,16
3,1 month,1.0 (101%),3.4 (85%),4.7 (98%),6.0 (104%),17.2 (101%)
4,4 months,0.9 (109%),2.3 (102%),5.1 (108%),6.7 (100%),17.6 (88%)
5,5 monthsa,0.7,2,4.7 (116%),5.7,18.8
6,Range,0.5-1.0,1.4-3.4,4.7-5.1,5.5-6.7,16.0-18.8
7,,,Moisture content (% g/100 gm),Moisture content (% g/100 gm),,
8,Initial,14.5,8.1,,8.2,7.1
9,5 months,14.3,8.7,,8.7,7.7
