,0,1,2,3,4,5,6,7,8,9,10
0,Legume seeds,Mineralsmg100g- seed flour,Mineralsmg100g- seed flour,Mineralsmg100g- seed flour,,,,,Minerals (g 100g- seed flour),Minerals (g 100g- seed flour),Minerals (g 100g- seed flour)
1,,K,Na,Ca,Mg,Fe,Zn,Mn,Cu,Cr,Mo
2,Albizia lebbeck,604,7.5,253,110,6.0,3.3,3.0,690,130,600
3,Caesalpinia bracteosa,890,14.1,249,142,11.4,3.9,5.2,1500,200,30
4,Caesalpinia ferrea,1351,9.2,268,160,5.7,3.0,1.5,2200,200,340
5,Dimorphandra gardneriana,813,11.8,97,213,4.6,3.0,3.6,890,290,40
6,Dioclea megacarpa,738,7.8,31,111,5.2,1.8,1.6,620,280,190
7,Enterolobium contortisiliquum,844,9.2,41,244,20.2,2.0,2.3,890,280,20
8,Erythrina. velutina,1581,8.8,113,157,6.1,3.8,3.2,1040,150,410
9,Hymenaea courbaril,366,10.2,224,117,3.8,1.5,2.5,1040,280,320
10,Lonchocarpus sericeus,1137,10.6,224,229,5.9,5.7,3.7,1500,110,320
11,Parkia platycephala,826,8.1,116,229,5.9,2.3,1.7,1080,110,90
12,Piptadenia moniliformis,888,9.0,103,102,4.4,3.0,2.2,700,230,NDa
13,Pterogyne nitens,896,1.4,61,102,1.5,3.5,1.7,700,150,NDa
14,Senna obtusifolia,1219,7.9,504,124,0.7,1.3,2.7,610,160,380
15,Senna rugosa,813,5.5,116,124,5.5,1.3,2.7,360,90,50
16,bRDI,3500,2400,1000,400,18,15,2.0,2000,120,75
17,,mgday-1,mgday-1,mgday-,mgday-1,(mgday-1),mgday-1,mgday),gday-),gday-1,g day-1
