,0,1,2,3,4,5,6
0,Fatty acids,Dabai pulp oil,Dabai pulp oil,Dabai kernel oil,Dabai kernel oil,Palm oil,Olive oil
1,C10:0,ND,ND,ND,,ND,ND
2,C11:0,-,,-,,,
3,C12:0,ND,ND,ND,,ND,ND
4,C13:0,-,,-,,,
5,C14:0,,5.78  0.02,,9.30  0.02,9.19  0.03,12.9  0.01
6,C15:0,,0.18  0.00,,0.14  0.09,0.910.00,ND
7,C16:0,36.05  0.05,36.05  0.05,,46.36  0.03,33.84  0.00,9.89  0.01
8,C17:0,,,,,,
9,C18:0,,2.15  0.01,,4.86  0.02,3.68  0.00,2.28  0.00
10,C19:0,,,,,,
11,C20:0,,0.270.14,,0.18  0.01,0.32  0.01,0.38  0.00
12,C24:0,ND,ND,ND,,ND,ND
13,Total saturated,44.43  0.07,44.43  0.07,,60.84  0.04,47.94  0.02,25.46  0.02
14,C15:1,ND,ND,ND,,ND,ND
15,C16:1,,1.27  0.01,,0.47  0.00,0.17  0.00,0.65  0.00
16,C17:1,ND,ND,ND,,ND,ND
17,C18:1,41.54  0.06,41.54  0.06,,35.110.04,39.65  0.03,64.43  0.07
18,C19:1,-,,-,,,
19,C20:1 n9,ND,ND,ND,,0.18  0.02,0.31  0.03
20,C24:1,ND,ND,ND,,0.14  0.01,0.38  0.08
21,Total monounsaturated,42.82  0.06,42.82  0.06,,35.58  0.04,40.14  0.01,65.77  0.03
22,C18:2,,0.500.01,0.73 +0.25,0.73 +0.25,0.730.01,1.85  0.02
23,C18:2 n6,,11.75  0.02,,2.82  0.01,10.920.00,5.11  0.01
24,C18:3 n3,,0.51  0.01,,0.23  0.01,0.27  0.02,0.59  0.01
25,C20:5,ND,ND,ND,,ND,0.38  0.08
26,C22:6,ND,ND,ND,,ND,ND
27,Total polyunsaturated,12.76  0.03,12.76  0.03,,3.78  0.25,11.92  0.02,79.93  0.02
