,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,,,,,,,,,,,,,0220
1,P,0100,6000,00207,,0000,,,,8000,,,0105,,
2,qd,0000,,0100,9000,0000,,,,,/1100,00400,0020,,
3,,1100,,8000,,,,,,,,,,9600'0,0100
4,,,,,,,,,,,,,,0900,0224
5,IN,600010,,4004,,,-,,,,,,,,
6,,,,,,,,,110.4,9900,/8800,,,,
7,,021,,,qSZ'0,,/0900,,,,,,,-0900,
8,,115,,860,2,,,,2,,1960,,188,,
9,,,,241,52,,1,,,,,,,,1154
10,,,,,1,,,,117,0'6,166,,18,9'9,314
11,uz,111,,99'8,88,,,,106,,/08,,127,,
12,,,,,,,,,292,,2021,,262,,49
13,,3220,,,,,,,2112,,,,,,2000
14,P,,,2200,,,21151,3007,,,,,,,3000
15,,1110,,727,,,,,138,,,,,-220,220
16,,,,,,,,,,,,,,,56
