,0,1,2,3,4,5,6,7
0,Food items,,Nitrite (mg 100 g-1),,,Nitrate (mg 100 g-1),,
1,,N,MeanSD,Median,IQR,MeanSD,Median,IQR
2,Grains,,,,,,,
3,Barley,19,0.61  0.35,0.59,0.240.95,59.6  32.5,59.5,32.071.6
4,Rice,21,0.63  0.34,0.68,0.270.86,24.3  11.9,22.7,14.430.6
5,Industrial breads,31,0.39  0.33,0.23,0.190.34,51.3  21.5,53.3,39.167.4
6,Traditional breads,82,0.32  0.24,0.23,0.160.28,51.2  27.4,49.7,29.3-64.7
7,Lavash,20,0.290.21,0.23,0.160.28,46.8  16.3,45.6,24.862.2
8,Barbari,21,0.32  0.26,0.22,0.17-0.35,49.3  23.8,56.3,24.862.2
9,Sangak,19,0.29  0.24,0.17,0.15-0.34,56.3  33.6,45.3,38.687.2
10,Taftoon,22,0.39  0.24,0.31,0.250.40,51.0  32.4,56.8,21.967.8
11,Legumes,,,,,,,
12,Soya,21,0.72  0.23,0.68,0.48-0.96,10.3  6.53,8.17,4.50-14.6
13,Cowpea,19,0.46  0.31,0.43,0.350.46,10.6  0.63,10.4,10.0-11.4
14,Red bean,18,0.46  0.32,0.73,0.220.73,15.7  7.80,14.6,9.0120.9
15,Chickpea,20,0.55  0.34,0.73,0.540.84,18.5  4.53,18.3,13.521.9
16,Chickpea,24,0.55  0.34,0.51,0.190.91,32.2  29.0,18.9,10.7-45.6
17,Lentil,24,0.51  0.34,0.42,0.220.75,11.3  5.17,12.4,6.4015.0
18,Split pea,17,0.73  0.37,0.81,0.330.95,37.5  18.1,32.3,23.855.6
19,Broad beans,23,0.77  0.25,0.76,0.680.98,35.4  24.1,25.2,21.6-40.8
20,Nuts,,,,,,,
21,Pistachio,19,0.34  0.22,0.31,0.210.34,59.1  44.2,45.6,25.2112
22,Almond,19,0.17  0.02,0.16,0.140.19,28.5  21.0,16.3,13.246.7
