,0,1,2,3
0,,cultivation system,,p-value
1,examined,organic raspberry,conventional,cultivation
2,compounds,n=15Polka,raspberryn=15,system
3,,CV.,'Polka' cv.,
4,dry matter,14.40.4A,14.40.2A,N.S.
5,Vitamin C,25.02.1A,30.52.3A,N.S.
6,DHA,21.4  2.1A,27.2  2.5A,N.S.
7,L-ASC,3.6  0.2A,3.4  0.3A,N.S.
8,total organic acids,1790 68A,188061A,N.S.
9,malic acid,51.7 1.9A,52.81.8A,N.S.
10,citric acid,174069A,183061A,N.S.
11,total sugars,12.4 0.1A,11.40.1A,N.S.
12,fructose,4.70.1A,4.0  0.1A,N.S.
13,glucose,1.90.1A,1.60.1A,N.S.
14,sucrose,5.80.1A,5.8 0.1A,N.S.
