,0,1,2,3,4,5,6,7
0,Element,Unit,SRM 3280 (N=4),,,SRM 1573a (N=5),,
1,,,Certified value,Measured value,Recovery %,Certified value,Measured value,Recovery %
2,B,mg/kg,1417,1367,96.3,33.1  0.4,30.7  3,92.8
3,Na,mg/kg,330  20,34611,105,136  4,138  3,101
4,Mg,mg/kg,"67,800 4000","63,1003000",93.1,"12,000","11,000300",91.4
5,Al,mg/kg,,,,598  7,55721,93.1
6,K,mg/kg,"53,1007000","48,3004500",90.9,"26,800  500","25,0001000",94.5
7,Ca,mg/kg,"11,0005000","115,0002700",104,"50,450550","48,5001100",96.0
8,V,g/kg,8000410,8690410,109,83534,759  49,90.8
9,Cr,mg/kg,"93,700  2700","90,5003000",96.6,199030,1780 60,89.6
10,Mn,mg/kg,1440110,1420  210,98.3,246 7,234  13,94.8
11,Fe,mg/kg,"12,400900","11,100600",89.9,3684,3409,92.4
12,Co,g/kg,81010,840  23,104,577 7,55416,95.9.
13,Ni,mg/kg,8.43  0.30,7.82  0.60,92.8,1.58 0.04,1.46  0.03,92.1
14,Cu,mg/kg,1400170,1300120,93.2,30.9  0.6,29.1  2.4,93.0
15,Zn,mg/kg,"10,200800",9600  500,95.0,30.9  0.6,29.1  2.4,94.1
16,As,g/kg,13244,123  6,93.5,1132,1185,104
17,Se,g/kg,"17,400400","17,7001100",102,54.3  2.0,57.4  3.0,106
18,Sr,mg/kg,29.8  0.2,30.9  0.5,104,85a,83.0  4.5,97.6
19,Mo,g/kg,"70,7004500","75,200  3300",106,460a,426  35,92.7
20,cd,ug/kg,80.1  0.9,86.6  4,108,1520  30,1390 30,91.7
21,Sb,ug/kg,142 6,1455,89.4,61.9  3.2,57.8  4.9,93.3
22,Hg,mg/kg,-,,-,63a,59.2  2.3,93.9
23,Hg,g/kg,-,,,34.1  1.5,30.7  2.5,89.9
24,Pb,g/kg,273  2,253  9,92.8,,,
