,0,1,2,3,4,5,6,7,8,9
0,No.,Sweetening agents,Calorimetric bomb,,,,Energetic value calculated with Atwater factors,Energetic value calculated with Atwater factors,Energetic value calculated with Atwater factors,
1,,concentration,Gross Energy (GE),,,,,,,
2,,HPLC,,,,,,,,
3,,mg/g,cal/g,kJ/g,Daily dose,Daily dose,cal/g,kJ/g,Daily dose,Daily dose
4,,,,,kcal/day,kJ,,,kcal/day,kJ
5,L1,934.533.77,389729.50,16.310.12,155.88 1.16,652.20  4.85,3738.1  15.09,15.60.06,149.52  0.60,625.62.53
6,L2,964.68  15.03,388529.50,16.25  0.12,116.55  0.22,487.65  0.92,3858.7  60.11,16.150.25,115.76  1.80,484.357.
7,L3,940.43  24.92,383314.36,16.040.06,46.000.17,192.46  0.71,3761.7  99.68,15.740.42,45.141.20,188.87  5.00
8,L4,"932,05  1.49",3924  2.52,16.42  0.01,39.24  0.02,164.18  0.08,3728.2  5.97,15.60  0.03,37.28  0.06,155.99  0.25
9,L5,912.18  0.00,3836  1.00,16.05  0.00,184.13 0.05,770.40  0.21,3648.7  0.00,15.27  0.02,175.14  0.19,732.79  0.78
10,L6,935.68 31.97,3863  16.62,16.16  0.07,123.62  0.52,517.23  2.18,3742.7  127.87,15.660.54,119.77  4.09,501.117.12
11,L7,988.95 5.29,3959  29.19,16.56  0.12,118.77 0.86,496.93  3.60,3955.8  21.16,16.55  0.09,118.67  0.63,496.53  2.66
12,L8,977.8515.05,3985 16.56,16.67  0.07,159.40 0.65,666.93  2.72,3911.4  60.20,16.37  0.25,156.46  2.41,654.6110.08
13,L9,869.63  23.97,3943  0.58,16.50  0.00,78.86  0.01,329.95  0.04,3478.5  95.86,14.55  0.40,69.571.92,291.08  8.02
14,L10,868.48  2.47,3857  7.94,"16,14  0.03",61.71  0.12,258.19  0.50,3473.9  9.89,14.370.04,55.58  0.16,232.56  0.34
15,L11,558.54d  2.10,4188  7.81,17.52  0.03,125.64  0.23,525.68  0.96,1340.05  5.04,5.61  0.02,40.22  0.15,168.26  0.63
16,L12,378.2*  0.77,414713.05,"17.35  0,05",49.76  0.15,"208.20  0,63",2269.2  7.75,9.49  0.03,27.23  0.09,113.93  0.39
17,,567.3**  2.25,,,,,,,,
18,L13,502.5*15.10,4103  24.76,17.17  0.10,49.24  0.29,206.02  1.21,2557.9  53.85,10.70  0.23,30.69  0.65,128.42  2.70
19,,480.0** 7.92,,,,,,,,
20,L14,603.42d  16.65,3979  21.00,16.65  0.09,119.37  0.62,499.44  2.59,1448.2  39.95,6.06  0.17,43.44  1.20,181.775.01
21,L15,607.3321.04,411312.34,17.210.05,123.39  0.36,516.26  1.51,1457.650.50,6.10  0.21,29.15  1.01,121.97  4.23
