,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Cultivar,TPC2(g GAE/g fw),TPC2(g GAE/g fw),,,FRAPy(molTE/gfw),FRAPy(molTE/gfw),FRAPy(molTE/gfw),,TMACg cy-3-glu/g fw),TMACg cy-3-glu/g fw),TMACg cy-3-glu/g fw),,Vitamin C content (g/100 mg),Vitamin C content (g/100 mg),Vitamin C content (g/100 mg),
1,,2010,2011,2012,Mean,2010,2011,2012,Mean,2010,2011,2012,Mean,2010,2011,2012,Mean
2,Before 1950,,,,,,,,,,,,,,,,
3,Berkeley,2159,1377,-,2391,55.1,40.2,,56.9,165.3,151.7,,158.5,25.0,17.6,-,21.3
4,Jersey,2462,1377,1890,1909,53.7,40.2,25.0,39.6,206.7,130.0,146.1,160.9,20.9,20.1,20.3,20.4
5,Rubel,4281,3402,-,3842,80.0,86.8,,83.4,417.5,418.0,,417.7,29.9,27.6,-,28.7
6,Mean,2967,2604,1890,2606,62.9,64.6,25.0,57.0,263.1,246.1,146.1,234.5,25.3,22.0,20.3,22.8
7,Bluecrop,,,,,,,,,,,,,18.3,,,
8,Bluecrop,1571,1133,1628,1444,40.6,25.2,23.9,29.9,109.0,90.8,92.1,97.3,18.3,20.2,16.2,18.2
9,Bluehaven,1762,2264,-,2013,38.4,45.9,-,42.2,112.2,139.7,-,126.0,18.5,19.5,-,19.0
10,Blueray,1388,2374,-,1881,37.8,67.3,-,52.5,128.6,168.1,-,148.4,18.8,18.0,-,18.4
11,Bluetta,2081,1689,-,1885,34.3,31.6,,33.0,114.7,90.8,-,102.8,31.7,37.0,-,34.3
12,Lateblue,1811,2551,-,2403,70.6,72.4,23.9,71.5,264.3,277.3,-,270.8,17.8,14.8,-,16.3
13,Mean,1811,2055,1628,1906,44.3,49.8,23.9,44.5,145.8,153.4,92.1,143.0,21.0,21.4,16.2,20.6
14,1970-1990,,2037,,,,,,,,129.1,,,,,,
15,Bluegold,2348,2037,-,2192,52.0,33.6,-,47.1,114.7,129.1,-,121.9,18.9,17.2,-,18.0
16,Bluejay,1450,1251,-,1351,31.7,33.6,-,32.6,114.5,92.0,-,103.2,19.2,22.4,-,20.8
17,Brigitta,1472,1867,-,1670,35.8,24.8,-,50.3,73.1,161.8,-,65.9,21.6,22.6,-,21.9
18,Chanticleer,1781,1355,-,1262,35.8,36.3,-,30.3,73.1,58.7,182.6,65.9,21.6,22.3,-,21.9
19,Duke,1781,1355,3011,2049,53.7,36.3,38.1,42.7,117.5,118.4,182.6,139.5,22.0,16.5,24.7,21.1
20,Elliott,3846,4107,4095,4016,86.8,87.4,57.7,77.3,412.9,459.1,335.1,402.4,22.0,19.6,20.8,20.8
21,Legacy,2740,2301,3388,2599,43.1,37.8,63.0,48.0,127.5,113.1,180.1,140.2,15.1,19.9,23.7,19.0
22,Nelson,2145,2301,-,2223,41.8,64.6,-,53.2,115.2,140.6,-,127.9,21.0,19.9,,20.5
23,Patriot,1622,2040,-,1831,19.1,47.0,-,33.0,164.5,255.8,-,210.1,25.6,20.5,-,23.0
24,Spartan,1020,2399,-,1710,27.3,58.1,-,33.6,69.2,118.8,-,94.0,13.9,22.8,-,18.3
25,Toro,1844,1742,,1793,46.1,58.1,-,52.1,88.1,123.7,-,105.9,22.7,21.2,,22.0
26,Mean,1995,1973,3498,2227,44.2,48.6,52.9,47.6,136.7,162.5,232.6,163.6,20.7,20.3,23.1,20.9
27,1990-2010,,,,,,,,,227.6,,,,,,,
28,Aurora,3294,2634,1949,2626,54.8,65.5,56.0,58.8,227.6,253.7,268.3,249.9,23.7,17.1,18.9,19.9
29,Chandler,1922,1590,-,1756,56.6,48.7,,52.7,117.5,110.9,,114.2,19.8,21.8,-,20.8
30,Draper,1959,2700,2054,2238,62.3,65.0,35.5,34.9,206.5,195.3,175.7,192.5,17.0,16.4,16.3,16.6
31,Huron,2407,1771,2236,2138,46.9,28.3,29.5,34.9,160.7,112.2,192.6,155.2,21.6,22.8,16.1,20.2
32,Liberty,2405,1932,3355,2564,52.2,50.8,43.4,51.8,132.0,137.3,253.4,174.2,22.0,18.0,20.1,18.1
33,Mean,2397,2172,2398,2322,54.5,52.9,43.4,49.9,168.9,170.2,222.5,188.8,20.8,18.0,17.9,18.8
34,Overall mean,2162,2069,2623,2285,48.7,50.4,42.4,47.2,161.1,168.6,202.9,177.5,21.3,20.3,19.7,20.5
35,LSD5%V,355,273,129,-,6.5,3.1,4.9,-,22.3,18.2,21.2,-,2.8,1.7,3.1,
