,0,1,2,3,4,5,6
0,Pesticides,Recovery of pesticides in CS,,,Recovery of pesticides in PA,,
1,,"Recovery,%RSD,%) CS","Recovery, % (RSD, %) ZSS",RSDa(%),"Recovery, %, (RSD, %) PR","Recovery, %, (RSD, %) ZSS",RSDb%)
2,Atrazine-desethyl,87.5 (11.8),120.0 (8.6),19.5,71.4 (4.7),95.1 (7.8),16.8
3,Atrazine-desisopropy,83.8 (9.9),100.6 (8),11.7,70.2 (1.1),80.8 (3.3),4.9
4,Cyprazine,82.8 (9.1),100.6 (8),13.1,70.2 (1.1),98.6 (0.9),18.5
5,Desmetryn,77.9 (15.3),86.1 (6.8),11.6,67.5 (3),78.3 (2.6),8.5
6,Dimethametryn,73.9 (3.4),99.7 (5.8),74.4,802 (4.0),91.4 (2.0),15.3
7,Metribuzin,91.5 (7.0),99.7 (5.8),7.4,802 (4.0),91.4 (2.0),7.5
8,Prometon,73.6 (13.7),80.5 (10),11.7,56.7 (7.8),77.3 (5.4),17.8
9,Prometryn,64.0 (5.3),64.2 (1.8),3.5,72.5 (3.2),122.1 (2.5),28.0
10,Propazine,82.6 (11),124.4 (8.1),20.5,68.8 (1.6),85.5 (1.5),12.0
11,Sebuthylazine-desethyl,90.4 (5.2),105.9 (4.4),21.1,62.7 (7.8),130.6 (2.8),38.7
12,Simazine,79.7 (10.7),113.4 (9.5),21.1,66.2 (1.2),94.3 (3.7),19.4
13,Simetryn,79.3 (7.1),90.3 (5.8),9.1,56.9 (4.6),84.3 (3.6),13.7
14,Terbumeton,73.1 (5.6),75.8 (4.3),4.9,56.9 (4.6),66.3 (3.6),9.1
15,Terbuthylazine,82.2 (8.4),117.8 (6.4),20.5,72.4 (4.3),92.7 (3.5),13.9
16,Trietazine,81.2 (10.8),105.3 (7.6),16.3,69.7 (2.7),83.4 (2.1),10.1
