,0,1,2,3,4,5,6,7,8,9,10
0,Nutrient,Preschoola,,Grades K-3b,Grades K-3b,Grades K-6c,,Grades 4-12b,,Grades 7-12c,
1,,n=32,,n=58,,n=23,,n=82,,n=36,
2,,Mean (SD),,Mean (SD),,Mean (SD),,Mean (SD),,Mean (SD),
3,Energy (kJ),2906.5d,(522.5),2987.3,(496.1),3328.1,(638.9),3462.5,(719.3),3752.6,(663.2)
4,Protein (g),30.6,(5.2),32.6,(5.7),34.8,(7.1),36.7,(7.2),39.6,(10.3)
5,Calcium (mg),490.6,(87.9),490.5,(106.5),528.9,(122.7),546.5,(121.5),558.3,(115.9)
6,Iron (mg),4.9,(1.2),4.9,(1.1,5.8,(1.6),5.8,(1.7),6.8,(1.9)
7,Vitamin A (RE),490.9,(248.7),520.8,(250.3),657.7,(411.4),562.7,(269.3),689.6,(378.2)
8,Vitamin C (mg),25.8,(13.6),26.3,(15.1),35.4,(16.6),32.1,(17.2),39.9,(17.7)
9,Total fat (% Energy),33.8,(4.2),33.9,(4.1),32.3,(4.0),34.5,(4.4),33.4,(4.0)
10,Saturated fat (% Energy),12.6,(2.7),12.7,(2.0),11.8,(3.0),12.6,(2.2),11.7,(2.8)
11,Cholesterol (mg),69.3,(19.4),79.5,(22.2),75.2,(24.4),90.3,(29.5),113.9,(127.4)
12,Sodium (mg),1241.3,(273.8),1371.3,(340.3),1439.4,(493.5),1557.7,(482.8),1819.0,(687.6)
13,Fiber (g),7.0,(2.5),7.1,(2.1),8.6,(3.3),8.4,(2.5),9.1,(2.9)
