,0,1,2,3,4,5,6,7,8,9,10,11
0,Fatty Acid,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,GEO1,GEO2,ABH1
1,(FA),,,,,,,,,,,
2,C14:0,5.40 ,4.96 ,5.00 ,5.35 ,5.40 ,5.49 ,5.31 .,4.88 ,4.82 ,4.90 ,4.41 
3,,0.05a,0.32a,0.30a,0.03a,0.02a,0.43a,0.35a,0.11a,0.42a,0.43a,0.06a
4,C15:0,0.97 ,0.97 ,0.95 ,0.90 ,0.89 ,0.90 ,0.93 ,0.87 ,0.84 ,0.85 ,0.80 
5,,0.02a,0.02a,19.6 ,0.01a,0.00a,0.08a,0.08a,0.03a,0.04a,18.8 ,0.03a
6,C16:0,18.3 ,18.4 ,19.6 ,18.7 ,19.4 ,19.6  0.6a,18.7 ,17.6 ,17.5 ,0.4ab,17.0 
7,,0.2ab,0.4ab,0.2a,0.4ab,0.0ab,,1.3ab,0.9ab,1.0ab,0.4ab,0.1b
8,C17:0,1.01 ,1.05 ,1.05 ,0.98 ,0.99 ,1.05 ,1.07 ,1.00 ,0.98 ,0.98 ,0.99 
9,,0.04a,0.02a,0.01a,0.03a,0.03a,0.06a,0.08a,0.01a,0.01a,0.01a,0.01a
10,C18:0,5.10 ,5.47 ,5.34 ,5.47 ,5.60 ,5.84 ,5.85 ,5.92 ,5.92 ,5.97 ,6.38 
11,,0.01c,0.06bc,0.18bc,0.08bc,0.11abc,0.23abc,0.11abc,0.47abc,0.27abc,0.19ab,0.22a
12,C20:0,0.99 ,0.90 ,0.84 ,0.90 ,0.83 ,0.79 ,0.99 ,0.99 ,0.94 ,0.78 ,1.02 
13,,0.04ab,0.08ab,0.02ab,0.01ab,0.00ab,0.04ab,0.04ab,0.12ab,0.05ab,0.01b,0.08a
14,C21:0,0.54 ,0.64 ,0.45 ,0.55 ,0.52 ,0.58 ,0.63 ,0.61 ,0.50 ,0.54 ,0.53 
15,,0.05a,0.02a,0.09a,0.07a,0.05a,0.08a,0.01a,0.06a,0.03a,0.05a,0.07a
16,C22:0,0.26 ,0.24 ,0.27 ,0.22 ,0.21 ,0.19 ,0.26 ,0.26 ,0.26 ,0.23 ,0.29 
17,,0.04a,0.01a,0.07a,0.00a,0.02a,0.03a,0.05a,0.06a,0.02a,0.01a,0.06a
18,C24:0,0.13 ,0.10 ,0.12 ,0.14 ,0.13 ,0.14 ,0.16 ,0.16 ,0.17,0.14 ,0.22 
19,,0.05b,32.7 ,33.6 ,33.2 ,33.9 ,34.6 ,0.00ab,32.3 ,0.01ab,33.1 ,0.01a
20,ESFA,32.6 ,32.7 ,33.6 ,33.2 ,33.9 ,34.6 ,33.9 ,32.3 ,31.9 ,33.1 ,31.6 
21,,0.2a,0.9a,o.oa,0.3a,0.2a,1.5a,1.9a,0.9a,1.2a,0.9a,o.oa
22,C14:1,0.29 ,0.30 ,0.29 ,0.28 ,0.30 ,0.27 ,0.31 ,0.29 ,0.28 ,0.27 ,0.26 
23,C16:1,0.01a,0.01a,0.03a,0.01a,0.01a,0.03a,0.03a,0.01a,0.04a,0.01a,0.01a
24,C16:1,6.22 ,5.87 ,5.45 ,6.83 ,7.24 ,7.47 ,5.69 ,5.45 ,5.81 ,6.55 ,5.35 
25,,0.25a,0.73a,0.68a,0.13a,0.01a,0.42a,1.25a,0.75a,0.79a,0.83a,0.33a
26,C17:1,0.35 ,0.30 ,0.30 ,0.34 ,0.33 ,0.36 ,0.37 ,0.36 ,0.44 ,0.38 ,0.46 
27,,0.08a,0.06a,0.02a,0.01a,0.08a,0.08a,0.02a,0.04a,0.04a,0.08a,0.00a
28,C18:1n9t,0.14 ,0.18 ,0.11 ,0.14 ,0.18 ,0.18 ,0.17 ,0.16 ,0.18 ,0.17 ,0.17 
29,,0.02a,0.01a,0.01a,0.02a,0.00a,0.03a,0.02a,0.06a,0.01a,0.00a,0.02a
30,C18:1n9c,11.9 ,14.8 ,13.8 ,13.0  0.4a,13.9  0.5a,13.2  2.0a,13.2  1.0a,13.5  1.6a,15.5  0.9a,15.5  1.3a,15.8 
31,,0.2a,0.9a,0.2a,,,,,,,,0.1a
32,C20:1,2.28 ,1.41 ,1.23 ,1.01 ,0.54 ,0.84 ,1.52 ,1.56 ,0.69 ,0.67 ,0.82 
33,,0.27a,0.18a,0.40a,0.18a,0.05a,0.11a,0.03a,1.36a,0.25a,0.15a,0.08a
34,C22:1n9,2.49 ,1.76 ,1.46 ,1.19 ,0.40 ,1.08 ,2.02 ,1.56 ,0.47 ,0.50 ,0.53 
35,,0.34a,0.16a,0.71a,0.56a,0.03a,0.11a,0.04a,1.64a,0.17a,0.19a,0.08a
36,C24:1,1.29 ,1.12 ,1.37 ,1.28 ,1.10 ,1.17 ,1.41 ,1.44 ,1.40 ,1.22 ,1.68 
37,,0.01ab,25.7 ,0.10ab,0.04ab,0.01b,24.6 ,0.18ab,0.29ab,0.25ab,0.06ab,0.14a
38,EMUFA,25.0 ,0.4a,23.9 ,24.1 ,24.0 ,24.6 ,24.6 ,24.3 ,0.7a,0.oa,25.1 
39,,1.2a,0.4a,0.4a,0.2a,0.6a,1.3a,0.oa,0.9a,0.7a,0.oa,0.1a
40,18:2n6c,2.16 ,1.99 ,2.09 ,2.05 ,1.96 ,1.99 ,2.31 .,2.14 ,1.98 ,1.84 ,2.14 
41,,0.13a,0.03a,0.18a,0.02a,0.01a,0.08a,0.01a,0.22a,0.17a,0.14a,0.17a
42,C18:3n6,0.15 ,0.14 ,0.14 ,0.15 ,0.16 ,0.15 ,0.12 ,0.12 ,0.12 ,0.13 ,0.12 
43,,0.00a,0.01a,0.01a,0.01a,0.01a,0.00a,0.01a,1.29 ,0.01a,0.02a,0.02a
44,C18:3n3,1.45 ,1.49 ,1.43 ,1.45 ,1.48 ,1.51 ,1.38 ,1.29 ,1.21 ,1.41 ,1.17 
45,,0.04a,0.04a,0.08a,0.00a,0.04a,0.06a,0.06abc,0.00abc,0.10bc,0.04ab,0.05c
46,C20:2n6,2.09 ,2.01 ,1.94 ,1.91 ,2.02 ,1.83 ,1.62 ,1.57 ,1.38 ,1.83 ,1.20 
47,,0.01a,0.04a,0.04ab,0.00abc,0.02a,0.06abc,0.07bed,0.01 cd,0.27de,0.08abe,0.04e
48,C20:3n3,0.23 ,0.23 ,0.23 ,0.23 ,0.22 ,0.22 ,0.24 ,0.23 ,0.23 ,0.22 ,0.23 
49,,0.01a,0.01a,0.01a,0.01a,0.0oa,0.01a,0.02a,0.01a,0.01a,0.0oa,0.01a
50,C20:4n6,1.11 ,1.13 ,1.18 ,1.23 ,1.18 ,1.20 ,1.18 ,1.24 ,1.32 ,1.20 ,1.34 
51,,0.03c,0.06c,0.02bc,0.01abc,0.01abc,0.09abc,0.05bc,0.01 abc,0.03ab,0.05abc,0.00a
52,C22:2n6,0.42 ,0.40 ,0.34 ,0.40 ,0.40 ,0.37 ,0.36 ,0.35 ,0.33 ,0.37 ,0.31 
53,,0.04a,0.01ab,0.01ab,0.01ab,0.01ab,0.00ab,0.01ab,0.01ab,0.04ab,0.03ab,0.03b
54,C20:5n3,9.67 ,8.97 ,9.28 ,9.99 ,9.96 ,9.19 ,8.63 ,9.24 ,9.47 ,9.57 ,8.94 
55,(EPA),0.37a,0.37a,0.09a,0.16a,0.23a,0.35a,0.07a,0.70a,0.71a,0.23a,0.35a
56,C22:6n3,0.8a,18.3 ,19.8 ,19.3  0.1a,18.8  0.0a,18.2  0.0a,19.7  2.2a,21.3  1.1a,21.2  1.3a,18.8  0.8a,21.4 
57,EPUFA,36.6 ,34.6 ,0.2a,36.7 ,,34.7 ,35.5 ,37.5 ,,35.4 ,0.3a
58,EPUFA,36.6 ,34.6 ,36.4 ,36.7 ,36.1 ,34.7 ,35.5 ,37.5 ,37.3 ,35.4 ,36.8 
59,,1.3a,0.5a,0.3a,0.3a,0.2a,0.3a,2.2a,0.6a,0.4a,0.8a,0.1a
60,PUFA/,1.12 ,1.06 ,1.08 ,1.10 ,1.06 ,1.00 ,1.05 ,1.16 ,1.17 ,1.07 ,1.17 
61,SFA,0.03a,0.01a,0.01a,0.00a,0.0oa,0.05a,0.12a,0.05a,0.05a,0.05a,30.3 
62,EPA+DHA,29.0 ,27.2 ,29.1 ,29.2  0.3a,28.7  0.2a,27.4  0.4a,28.4  2.3a,30.55 ,30.7  0.6a,28.4  1.0a,30.3 
63,,1.2a,0.5a,0.3a,,28.7  0.2a,,,0.4a,,,0.1a
64,Dn3,30.7 ,28.9 ,30.7 ,31.0  0.3a,30.4  0.2a,29.1  0.3a,30.0  2.2a,32.1  0.4a,32.1  0.5a,30.0  1.0a,31.7 
65,Dn3,1.2a,0.5a,0.4a,,,,,,,5.36 ,0.2a
66,Dn6,5.92 ,5.66 ,5.68 ,5.73 ,5.71 ,5.54 ,5.58 ,5.41 ,5.13 ,5.36 ,5.11 
67,,0.13a,0.04ab,0.11ab,0.01ab,0.02ab,0.05ab,0.03ab,0.17bc,0.13c,0.16bc,0.08c
68,Dn3/Dn6,5.18 ,5.12 ,5.41 ,5.41 ,5.33 ,5.26 ,5.37 ,5.93 ,6.27 ,5.61 ,6.22 
69,,0.09bc,0.05c,0.17bc,0.06bc,0.05bc,0.10bc,0.42bc,0.11ab,0.25a,0.35abc.,0.12a
70,Dn6/Dn3,0.19 ,0.20 ,0.18 ,0.18 ,0.19 ,0.19 ,0.19 ,0.17 ,0.16 ,0.18 ,0.16 
71,Dn6/Dn3,0.00a,0.00a,0.01ab,0.00ab,0.00a,0.0oa,0.01a,0.00ab,0.01b,0.01ab,0.00b
72,AI,0.65 ,0.63 ,0.66 ,0.66 ,0.68 ,0.70 ,0.66 ,0.60 ,0.59 ,0.63 ,0.56 
73,,0.00a,0.03a,0.02a,0.01a,0.01a,0.06a,0.07a,0.02a,0.05a,0.04a,0.01a
