,0,1,2,3,4
0,English name,Thai name,Scientific name,Picture,Sample sources
1,Cultivated local mushrooms,,,,
2,Shitake,Hed Hom,Lentinus edodes (Berk.) Sing.,,"1, 2, 3"
3,Pink Oyster,Hed Nang Naun,Pleurotus djamor,,"7,8,9"
4,,Hed Khon Kaw,Lentinus squarrosulus Mont.,,"9,10,11"
5,,Hed Bod,Lentinus polychrous Lev.,,"12, 13, 14"
6,Split Gill,Hed Krang,Schizophyllum commune Fr.,,"4,5,6"
7,Wild mushrooms,,,,
8,"Milk White Russula, Short Stalk White Russula",Hed Lhom Kaw,Russula delica Fr.,,"15,16,17"
9, Ki hatsu take (Japanese),Hed Khar,Lactarius flavidulus Imai,,"15,16,17"
